periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 711 Rev 2020_Clients given cycle beads,MOH 711 Rev 2020_FP Injections DMPA- IM,MOH 711 Rev 2020_FP Injections DMPA- SC,MOH 711 Rev 2020_IUCD Insertion Hormonal,MOH 711 Rev 2020_IUCD Insertion Non Hormonal,MOH 711 Rev 2020_Implants insertion 1 Rod,MOH 711 Rev 2020_Implants insertion 2 Rod,MOH 711 Client receiving Male condoms,MOH 711 Clients receiving Female Condoms,MOH 711 Emergency contraceptive pill,MOH 711 Pills Combined oral contraceptive,MOH 711 Pills progestin only
202001,January 2020,202001,,vvOK1BxTbet,Baringo County,KE_County_30,,,,,,,,,481,31,183,381,78
202001,January 2020,202001,,HMNARUV2CW4,Bomet County,KE_County_36,,,,,,,,,1421,,38,563,45
202001,January 2020,202001,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,,,,,,,1359,46,331,1120,263
202001,January 2020,202001,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,,,,,,,194,14,42,730,106
202001,January 2020,202001,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,,,,,,,8,12,13,223,22
202001,January 2020,202001,,PFu8alU2KWG,Embu County,KE_County_14,,,,,,,,,68,2,24,1671,380
202001,January 2020,202001,,uyOrcHZBpW0,Garissa County,KE_County_7,,,,,,,,,55,,4,256,85
202001,January 2020,202001,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,,,,,,,343,19,56,727,148
202001,January 2020,202001,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,,,,,,,542,2,34,149,13
202001,January 2020,202001,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,,,,,,,825,22,352,1935,488
202001,January 2020,202001,,BjC1xL40gHo,Kakamega County,KE_County_37,,,,,,,,,1089,60,194,1820,466
202001,January 2020,202001,,ihZsJ8alvtb,Kericho County,KE_County_35,,,,,,,,,241,17,28,138,108
202001,January 2020,202001,,qKzosKQPl6G,Kiambu County,KE_County_22,,,,,,,,,2252,124,602,4496,1895
202001,January 2020,202001,,nrI2khZx3d0,Kilifi County,KE_County_3,,,,,,,,,418,52,93,1333,224
202001,January 2020,202001,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,45,,4,,,6,156,15,80,2942,807
202001,January 2020,202001,,o36zCRjSd4G,Samburu County,KE_County_25,,,,,,,,,133,87,72,170,39
202001,January 2020,202001,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,,,,,,,715,32,153,2860,730
202001,January 2020,202001,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,,,,,,,1945,137,118,1044,130
202001,January 2020,202001,,kqJ83J2D72s,Narok County,KE_County_33,,,,,,,,,1010,65,95,472,105
202001,January 2020,202001,,t0J75eHKxz5,Nandi County,KE_County_29,,,,,,,,,1465,18,219,815,115
202001,January 2020,202001,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,,,,,,,418,17,194,1370,823
202001,January 2020,202001,,ob6SxuRcqU4,Nakuru County,KE_County_32,,,,,,,,,2809,207,686,3325,1159
202001,January 2020,202001,,jkG3zaihdSs,Nairobi County,KE_County_47,,,37,,,,,,16033,730,512,7848,3417
202001,January 2020,202001,,ahwTMNAJvrL,Muranga County,KE_County_21,,,,,,,,,282,25,105,2548,559
202001,January 2020,202001,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,,,,,,,633,82,80,1385,240
202001,January 2020,202001,,fVra3Pwta0Q,Migori County,KE_County_44,,,,,,,,,1056,61,46,408,55
202001,January 2020,202001,,Y52XNJ50hYb,Meru County,KE_County_12,,,,,,,,,2861,74,364,1276,273
202001,January 2020,202001,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,,,,8,1,19,389,,20,143,15
202001,January 2020,202001,,R6f9znhg37c,Mandera County,KE_County_9,,,11,,,,,,252,,74,407,115
202001,January 2020,202001,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,,,,,,,672,7,255,1038,269
202001,January 2020,202001,,yhCUgGcCcOo,Machakos County,KE_County_16,,,,,,,,,2300,34,339,3792,752
202001,January 2020,202001,,u4t9H8XyU9P,Siaya County,KE_County_41,,,,,,,,,1020,41,43,559,51
202001,January 2020,202001,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,,,,,,,403,3,60,469,29
202001,January 2020,202001,,JsH2bnvNt2d,Tana River County,KE_County_4,,,,,,,,,187,19,2,103,29
202001,January 2020,202001,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,,,,,,,3151,3,51,672,99
202001,January 2020,202001,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,91,,,,,,824,25,43,840,133
202001,January 2020,202001,,kphDeKClFch,Turkana County,KE_County_23,,,,,,,,,968,71,68,273,154
202001,January 2020,202001,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,,,,,,,,583,14,107,1751,339
202001,January 2020,202001,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,,,,,,,474,8,49,316,47
202001,January 2020,202001,,CeLsrJOH0g9,Wajir County,KE_County_8,,,,,,,,,166,,4,158,32
202001,January 2020,202001,,XWALbfAPa6n,West Pokot County,KE_County_24,,,,,,,,,46,3,5,137,41
202001,January 2020,202001,,sPkRcDvhGWA,Kisii County,KE_County_45,,,,,,,,,1563,73,243,1211,151
202001,January 2020,202001,,tAbBVBbueqD,Kisumu County,KE_County_42,,,,,,,,,669,66,147,1091,211
202001,January 2020,202001,,j8o6iO4Njsi,Kitui County,KE_County_15,,,,,,,,,965,110,154,1048,178
202001,January 2020,202001,,N7YETT3A9r1,Kwale County,KE_County_2,,,,,,,,,1235,11,20,551,76
202001,January 2020,202001,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,,,,,,,270,33,10,988,286
202001,January 2020,202001,,NjWSbQTwys4,Lamu County,KE_County_5,,,,,,,,,105,,30,296,24
202002,February 2020,202002,,vvOK1BxTbet,Baringo County,KE_County_30,,,,,,,,,533,7,214,352,67
202002,February 2020,202002,,HMNARUV2CW4,Bomet County,KE_County_36,,,,,,,,,195,,130,551,98
202002,February 2020,202002,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,,,,,,,1114,160,170,1058,538
202002,February 2020,202002,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,,,,,,,213,4,17,784,202
202002,February 2020,202002,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,,,,,,,8,2,19,238,23
202002,February 2020,202002,,PFu8alU2KWG,Embu County,KE_County_14,,,,,,,,,62,12,93,1319,411
202002,February 2020,202002,,uyOrcHZBpW0,Garissa County,KE_County_7,,,,,,,,,82,5,1,164,62
202002,February 2020,202002,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,,,,,,,1480,36,97,694,136
202002,February 2020,202002,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,,,,,,,584,,15,72,13
202002,February 2020,202002,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,,,,,,,398,6,201,1423,427
202002,February 2020,202002,,BjC1xL40gHo,Kakamega County,KE_County_37,,,,,,,,,786,30,155,1706,679
202002,February 2020,202002,,ihZsJ8alvtb,Kericho County,KE_County_35,,,,,,,,,588,211,7,121,68
202002,February 2020,202002,,qKzosKQPl6G,Kiambu County,KE_County_22,,,,,,,,,2308,40,589,5170,2271
202002,February 2020,202002,,nrI2khZx3d0,Kilifi County,KE_County_3,,,,,,,,,466,23,49,1203,224
202002,February 2020,202002,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,33,,,,,,267,9,137,2612,759
202002,February 2020,202002,,o36zCRjSd4G,Samburu County,KE_County_25,,,,,,,,,69,1,78,130,72
202002,February 2020,202002,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,,,,,,,6696,44,156,2375,643
202002,February 2020,202002,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,,,,,,,1598,85,173,871,155
202002,February 2020,202002,,kqJ83J2D72s,Narok County,KE_County_33,,,,,,,,,874,45,132,379,93
202002,February 2020,202002,,t0J75eHKxz5,Nandi County,KE_County_29,,,,,,,,,1475,25,379,798,136
202002,February 2020,202002,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,,,,,,,334,25,80,1312,459
202002,February 2020,202002,,ob6SxuRcqU4,Nakuru County,KE_County_32,,,43,,,24,,,2723,200,435,3137,1288
202002,February 2020,202002,,jkG3zaihdSs,Nairobi County,KE_County_47,,,32,,,,,,17230,927,621,7745,3484
202002,February 2020,202002,,ahwTMNAJvrL,Muranga County,KE_County_21,,,,,,,,,259,16,187,2539,526
202002,February 2020,202002,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,,,,,,,1235,146,59,1704,270
202002,February 2020,202002,,fVra3Pwta0Q,Migori County,KE_County_44,,,,,,,,,1367,66,67,769,66
202002,February 2020,202002,,Y52XNJ50hYb,Meru County,KE_County_12,,,,,,,,,2660,67,134,1416,275
202002,February 2020,202002,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,28,,,8,12,12,270,10,6,108,4
202002,February 2020,202002,,R6f9znhg37c,Mandera County,KE_County_9,,,29,,,,,,364,,20,355,117
202002,February 2020,202002,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,,,,,,,531,61,147,753,40
202002,February 2020,202002,,yhCUgGcCcOo,Machakos County,KE_County_16,,,,,,,,,2343,110,162,2923,799
202002,February 2020,202002,,u4t9H8XyU9P,Siaya County,KE_County_41,,,,,,,,,1325,60,53,466,64
202002,February 2020,202002,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,,,,,,,1694,1,31,439,40
202002,February 2020,202002,,JsH2bnvNt2d,Tana River County,KE_County_4,,,,,,,,,312,1,1,129,31
202002,February 2020,202002,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,,,,,,,256,6,95,640,79
202002,February 2020,202002,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,,,,,,,1006,43,51,775,149
202002,February 2020,202002,,kphDeKClFch,Turkana County,KE_County_23,,,,,,,,,834,116,81,266,38
202002,February 2020,202002,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,,,,,,,,592,40,127,1503,304
202002,February 2020,202002,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,,,,,,,804,28,68,256,74
202002,February 2020,202002,,CeLsrJOH0g9,Wajir County,KE_County_8,,,,,,,,,183,,80,165,61
202002,February 2020,202002,,XWALbfAPa6n,West Pokot County,KE_County_24,,,,,,,,,500,4,2,165,46
202002,February 2020,202002,,sPkRcDvhGWA,Kisii County,KE_County_45,,,,,,,,,2386,177,166,953,121
202002,February 2020,202002,,tAbBVBbueqD,Kisumu County,KE_County_42,,,,,,,,,658,156,152,842,213
202002,February 2020,202002,,j8o6iO4Njsi,Kitui County,KE_County_15,,,,,,,,,152,9,86,988,142
202002,February 2020,202002,,N7YETT3A9r1,Kwale County,KE_County_2,,,,,,,,,497,2,17,583,118
202002,February 2020,202002,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,,,,,,,331,5,28,899,275
202002,February 2020,202002,,NjWSbQTwys4,Lamu County,KE_County_5,,,,,,,,,294,32,10,234,17
202003,March 2020,202003,,vvOK1BxTbet,Baringo County,KE_County_30,,,,,,,,,542,12,54,346,53
202003,March 2020,202003,,HMNARUV2CW4,Bomet County,KE_County_36,,,,,,,,,606,1,156,707,72
202003,March 2020,202003,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,,,,,,,1880,53,190,1148,228
202003,March 2020,202003,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,,,,,,,534,48,280,841,288
202003,March 2020,202003,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,,,,,,,18,3,23,345,18
202003,March 2020,202003,,PFu8alU2KWG,Embu County,KE_County_14,,,,,,,,,61,15,44,1510,409
202003,March 2020,202003,,uyOrcHZBpW0,Garissa County,KE_County_7,,,,,,,,,96,10,21,169,109
202003,March 2020,202003,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,,,,,,,659,67,121,763,213
202003,March 2020,202003,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,,,,,,,238,6,14,165,19
202003,March 2020,202003,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,,,,,,,811,8,154,1450,393
202003,March 2020,202003,,BjC1xL40gHo,Kakamega County,KE_County_37,,,,,,,,,913,26,89,1913,401
202003,March 2020,202003,,ihZsJ8alvtb,Kericho County,KE_County_35,,,,,,,,,2209,514,20,283,102
202003,March 2020,202003,,qKzosKQPl6G,Kiambu County,KE_County_22,,,,,,,,,1818,54,765,4483,2243
202003,March 2020,202003,,nrI2khZx3d0,Kilifi County,KE_County_3,,,,,,,,,773,35,73,1337,247
202003,March 2020,202003,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,32,,,3,,12,105,17,59,2472,779
202003,March 2020,202003,,o36zCRjSd4G,Samburu County,KE_County_25,,,,,,,,,122,,108,180,45
202003,March 2020,202003,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,,,,,,,712,9,186,2742,727
202003,March 2020,202003,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,,,,,,,1762,48,73,975,204
202003,March 2020,202003,,kqJ83J2D72s,Narok County,KE_County_33,,,,,,,,,1227,69,123,403,91
202003,March 2020,202003,,t0J75eHKxz5,Nandi County,KE_County_29,,,,,,,,,1749,22,246,757,161
202003,March 2020,202003,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,,,,,,,246,8,144,1274,462
202003,March 2020,202003,,ob6SxuRcqU4,Nakuru County,KE_County_32,,,30,,,3,,9,2202,110,488,3301,1102
202003,March 2020,202003,,jkG3zaihdSs,Nairobi County,KE_County_47,,,20,,,,,,27231,577,664,8074,3263
202003,March 2020,202003,,ahwTMNAJvrL,Muranga County,KE_County_21,,,,,,,,,410,102,64,2335,807
202003,March 2020,202003,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,,,,,,,723,30,60,1630,263
202003,March 2020,202003,,fVra3Pwta0Q,Migori County,KE_County_44,,,,,,,,,1092,124,30,882,109
202003,March 2020,202003,,Y52XNJ50hYb,Meru County,KE_County_12,,,,,,,,,1065,10,114,1152,338
202003,March 2020,202003,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,16,,,,11,9,293,3,17,130,10
202003,March 2020,202003,,R6f9znhg37c,Mandera County,KE_County_9,,,11,,,,1,,178,12,64,382,198
202003,March 2020,202003,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,,,,,,,942,21,213,1120,147
202003,March 2020,202003,,yhCUgGcCcOo,Machakos County,KE_County_16,,,,,,,,,928,211,180,2998,677
202003,March 2020,202003,,u4t9H8XyU9P,Siaya County,KE_County_41,,,,,,,,,840,54,61,477,57
202003,March 2020,202003,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,,,,,,,148,2,19,497,61
202003,March 2020,202003,,JsH2bnvNt2d,Tana River County,KE_County_4,,,,,,,,,92,,8,117,34
202003,March 2020,202003,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,,,,,,,201,17,105,741,174
202003,March 2020,202003,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,,,,,,,818,27,70,691,94
202003,March 2020,202003,,kphDeKClFch,Turkana County,KE_County_23,,,,,,,,,855,238,79,323,49
202003,March 2020,202003,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,,,,,,,,840,329,486,1441,234
202003,March 2020,202003,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,,,,,,,1146,66,44,385,43
202003,March 2020,202003,,CeLsrJOH0g9,Wajir County,KE_County_8,,,,,,,,,207,,6,168,43
202003,March 2020,202003,,XWALbfAPa6n,West Pokot County,KE_County_24,,,,,,,,,85,1,7,181,16
202003,March 2020,202003,,sPkRcDvhGWA,Kisii County,KE_County_45,,,,,,,,,1571,66,137,942,176
202003,March 2020,202003,,tAbBVBbueqD,Kisumu County,KE_County_42,,,,,,,,,427,84,176,958,253
202003,March 2020,202003,,j8o6iO4Njsi,Kitui County,KE_County_15,,,,,,,,,192,2,68,985,153
202003,March 2020,202003,,N7YETT3A9r1,Kwale County,KE_County_2,,,,,,,,,402,3,25,617,41
202003,March 2020,202003,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,,,,,,,416,6,21,946,339
202003,March 2020,202003,,NjWSbQTwys4,Lamu County,KE_County_5,,,,,,,,,86,,11,274,51
202004,April 2020,202004,,vvOK1BxTbet,Baringo County,KE_County_30,,,,,,,,,787,36,59,345,55
202004,April 2020,202004,,HMNARUV2CW4,Bomet County,KE_County_36,,,,,,,,,518,2,72,342,52
202004,April 2020,202004,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,,,,,,,1928,93,214,1103,306
202004,April 2020,202004,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,,,,,,,195,22,17,731,114
202004,April 2020,202004,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,,,,,,,25,4,27,213,17
202004,April 2020,202004,,PFu8alU2KWG,Embu County,KE_County_14,,,,,,,,,63,3,38,1600,424
202004,April 2020,202004,,uyOrcHZBpW0,Garissa County,KE_County_7,,,,,,,,,66,10,13,208,117
202004,April 2020,202004,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,,,,,,,494,20,117,646,172
202004,April 2020,202004,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,,,,,,,1634,,18,82,33
202004,April 2020,202004,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,,,,,,,376,449,201,1456,430
202004,April 2020,202004,,BjC1xL40gHo,Kakamega County,KE_County_37,,,,,,,,,922,33,503,1524,435
202004,April 2020,202004,,ihZsJ8alvtb,Kericho County,KE_County_35,,,,,,,,,923,13,59,257,214
202004,April 2020,202004,,qKzosKQPl6G,Kiambu County,KE_County_22,,,,,,,,,2052,80,652,4311,2409
202004,April 2020,202004,,nrI2khZx3d0,Kilifi County,KE_County_3,,,,,,,,,936,39,71,1356,260
202004,April 2020,202004,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,,,,,,,201,14,67,2856,727
202004,April 2020,202004,,o36zCRjSd4G,Samburu County,KE_County_25,,,,,,,,,22,,125,157,38
202004,April 2020,202004,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,,,,,,,251,19,179,2516,747
202004,April 2020,202004,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,,,,,,,1353,5,252,850,148
202004,April 2020,202004,,kqJ83J2D72s,Narok County,KE_County_33,,,,,,,,,642,16,159,454,76
202004,April 2020,202004,,t0J75eHKxz5,Nandi County,KE_County_29,,,,,,,,,1887,43,297,849,198
202004,April 2020,202004,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,,,,,,,1078,5,71,1346,487
202004,April 2020,202004,,ob6SxuRcqU4,Nakuru County,KE_County_32,,,,,,,,,2008,259,420,3252,1093
202004,April 2020,202004,,jkG3zaihdSs,Nairobi County,KE_County_47,,,20,,,,,,13016,244,661,6841,3080
202004,April 2020,202004,,ahwTMNAJvrL,Muranga County,KE_County_21,,,,,,,,,269,66,161,2524,852
202004,April 2020,202004,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,,,,,,,708,68,59,1620,295
202004,April 2020,202004,,fVra3Pwta0Q,Migori County,KE_County_44,,,,,,,,,914,82,74,708,108
202004,April 2020,202004,,Y52XNJ50hYb,Meru County,KE_County_12,,,,,,,,,4460,34,274,1098,275
202004,April 2020,202004,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,23,,,5,8,1,245,,25,77,15
202004,April 2020,202004,,R6f9znhg37c,Mandera County,KE_County_9,,,8,,,,2,,318,89,57,358,152
202004,April 2020,202004,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,,,,,,,743,109,146,1052,178
202004,April 2020,202004,,yhCUgGcCcOo,Machakos County,KE_County_16,,,,,,,,,1196,70,198,3100,677
202004,April 2020,202004,,u4t9H8XyU9P,Siaya County,KE_County_41,,,,,,,,,1309,65,191,560,73
202004,April 2020,202004,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,,,,,,,1299,,19,406,49
202004,April 2020,202004,,JsH2bnvNt2d,Tana River County,KE_County_4,,,,,,,,,87,7,,83,40
202004,April 2020,202004,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,,,,,,,225,16,117,768,189
202004,April 2020,202004,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,,,,,45,,598,23,87,580,108
202004,April 2020,202004,,kphDeKClFch,Turkana County,KE_County_23,,,,,,,,,872,43,95,310,76
202004,April 2020,202004,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,,,,,,,,428,67,95,1224,227
202004,April 2020,202004,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,,,,,,,666,203,72,327,86
202004,April 2020,202004,,CeLsrJOH0g9,Wajir County,KE_County_8,,,,,,,,,325,,3,178,45
202004,April 2020,202004,,XWALbfAPa6n,West Pokot County,KE_County_24,,,,,,,,,828,6,,174,50
202004,April 2020,202004,,sPkRcDvhGWA,Kisii County,KE_County_45,,,,,,,,,1342,30,137,874,177
202004,April 2020,202004,,tAbBVBbueqD,Kisumu County,KE_County_42,,,,,,,,,478,53,134,873,242
202004,April 2020,202004,,j8o6iO4Njsi,Kitui County,KE_County_15,,,,,,,,,1002,21,101,898,157
202004,April 2020,202004,,N7YETT3A9r1,Kwale County,KE_County_2,,,,,,,,,872,18,37,625,55
202004,April 2020,202004,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,,,,,,,324,8,17,940,359
202004,April 2020,202004,,NjWSbQTwys4,Lamu County,KE_County_5,,,,,,,,,281,,4,253,39
202005,May 2020,202005,,vvOK1BxTbet,Baringo County,KE_County_30,,,,,,,,,564,44,141,439,82
202005,May 2020,202005,,HMNARUV2CW4,Bomet County,KE_County_36,,,,,,,,,569,5,346,342,52
202005,May 2020,202005,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,,,,,,,1291,89,112,1448,258
202005,May 2020,202005,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,,,,,,,248,1,55,877,115
202005,May 2020,202005,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,,,,,,,53,2,16,236,26
202005,May 2020,202005,,PFu8alU2KWG,Embu County,KE_County_14,,,,,,,,,90,1,36,1465,389
202005,May 2020,202005,,uyOrcHZBpW0,Garissa County,KE_County_7,,,,,,,,,121,,8,264,156
202005,May 2020,202005,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,,,,,,,1488,65,81,625,165
202005,May 2020,202005,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,,,,,,,153,1,40,126,40
202005,May 2020,202005,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,,,,,,,593,,259,1365,509
202005,May 2020,202005,,BjC1xL40gHo,Kakamega County,KE_County_37,,,,,,,,,1246,36,222,1680,744
202005,May 2020,202005,,ihZsJ8alvtb,Kericho County,KE_County_35,,,,,,,,,1536,5,128,337,115
202005,May 2020,202005,,qKzosKQPl6G,Kiambu County,KE_County_22,,,,,,,,,2229,23,670,4575,2446
202005,May 2020,202005,,nrI2khZx3d0,Kilifi County,KE_County_3,,,,,,,,,1529,173,85,1333,275
202005,May 2020,202005,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,,,,,,,148,31,102,2716,736
202005,May 2020,202005,,o36zCRjSd4G,Samburu County,KE_County_25,,,,,,,,,108,2,103,202,66
202005,May 2020,202005,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,,,,,,,436,15,183,2477,693
202005,May 2020,202005,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,,,,,,,1461,307,189,817,214
202005,May 2020,202005,,kqJ83J2D72s,Narok County,KE_County_33,,,,,,,,,1012,531,186,393,69
202005,May 2020,202005,,t0J75eHKxz5,Nandi County,KE_County_29,,,,,,,,,1020,28,163,600,108
202005,May 2020,202005,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,,,,,,,271,,88,1383,460
202005,May 2020,202005,,ob6SxuRcqU4,Nakuru County,KE_County_32,,,,,,,,,2460,100,569,3415,1051
202005,May 2020,202005,,jkG3zaihdSs,Nairobi County,KE_County_47,,,20,,,,,,13370,366,829,7581,3848
202005,May 2020,202005,,ahwTMNAJvrL,Muranga County,KE_County_21,,,,,,,,,541,1,106,2329,702
202005,May 2020,202005,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,,,,,,,919,16,41,1425,348
202005,May 2020,202005,,fVra3Pwta0Q,Migori County,KE_County_44,,,,,,,,,1831,109,32,947,146
202005,May 2020,202005,,Y52XNJ50hYb,Meru County,KE_County_12,,,,,,,,,3061,21,218,1381,511
202005,May 2020,202005,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,17,,,,,11,224,4,14,126,14
202005,May 2020,202005,,R6f9znhg37c,Mandera County,KE_County_9,,,6,,,,,,503,,31,273,182
202005,May 2020,202005,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,,,,,,,454,23,72,1072,241
202005,May 2020,202005,,yhCUgGcCcOo,Machakos County,KE_County_16,,,,,,,,,1131,9,209,3333,1018
202005,May 2020,202005,,u4t9H8XyU9P,Siaya County,KE_County_41,,,,,,,,,1822,188,64,562,50
202005,May 2020,202005,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,,,,,,,143,95,185,410,17
202005,May 2020,202005,,JsH2bnvNt2d,Tana River County,KE_County_4,,,,,,,,,264,,1,117,19
202005,May 2020,202005,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,,,,,,,299,65,102,784,223
202005,May 2020,202005,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,,,,,,,622,40,91,584,109
202005,May 2020,202005,,kphDeKClFch,Turkana County,KE_County_23,,,,,,,,,650,26,69,269,99
202005,May 2020,202005,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,,,,,,,,479,6,100,1278,348
202005,May 2020,202005,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,,,,,,,1855,1,112,445,109
202005,May 2020,202005,,CeLsrJOH0g9,Wajir County,KE_County_8,,,,,,,,,229,,4,164,70
202005,May 2020,202005,,XWALbfAPa6n,West Pokot County,KE_County_24,,,,,,,,,346,1,,178,30
202005,May 2020,202005,,sPkRcDvhGWA,Kisii County,KE_County_45,,,,,,,,,1157,51,165,785,243
202005,May 2020,202005,,tAbBVBbueqD,Kisumu County,KE_County_42,,,,,,,,,454,63,281,1015,324
202005,May 2020,202005,,j8o6iO4Njsi,Kitui County,KE_County_15,,,,,,,,,199,4,91,1071,192
202005,May 2020,202005,,N7YETT3A9r1,Kwale County,KE_County_2,,,,,,,,,944,19,94,638,98
202005,May 2020,202005,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,,,,,,,187,1,9,972,321
202005,May 2020,202005,,NjWSbQTwys4,Lamu County,KE_County_5,,,,,,,,,264,,15,271,47
202006,June 2020,202006,,vvOK1BxTbet,Baringo County,KE_County_30,,,,,,,,,671,5,113,452,63
202006,June 2020,202006,,HMNARUV2CW4,Bomet County,KE_County_36,,,,,,,,,654,1,105,405,56
202006,June 2020,202006,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,,,,,,,1618,42,122,1347,312
202006,June 2020,202006,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,,,,,,,313,,59,751,337
202006,June 2020,202006,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,,,,,,,45,1,18,255,30
202006,June 2020,202006,,PFu8alU2KWG,Embu County,KE_County_14,,,,,,,,,231,10,31,1641,484
202006,June 2020,202006,,uyOrcHZBpW0,Garissa County,KE_County_7,,,,,,,,,97,,13,243,131
202006,June 2020,202006,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,,,,,,,2204,46,44,753,270
