periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 711 Rev 2020_Clients given cycle beads,MOH 711 Rev 2020_FP Injections DMPA- IM,MOH 711 Rev 2020_FP Injections DMPA- SC,MOH 711 Rev 2020_IUCD Insertion Hormonal,MOH 711 Rev 2020_IUCD Insertion Non Hormonal,MOH 711 Rev 2020_Implants insertion 1 Rod,MOH 711 Rev 2020_Implants insertion 2 Rod,MOH 711 Client receiving Male condoms,MOH 711 Clients receiving Female Condoms,MOH 711 Emergency contraceptive pill,MOH 711 Pills Combined oral contraceptive,MOH 711 Pills progestin only
202307,July 2023,202307,,R6f9znhg37c,Mandera County,KE_County_9,,,240,39,,,50,73,480,2,4,204,143
202307,July 2023,202307,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,9828,42,4,69,91,1771,715,1,152,1872,284
202307,July 2023,202307,,yhCUgGcCcOo,Machakos County,KE_County_16,,1,11441,529,33,114,1116,1238,1412,137,409,1971,758
202307,July 2023,202307,,u4t9H8XyU9P,Siaya County,KE_County_41,,19,4945,120,26,64,372,996,1522,27,149,169,198
202307,July 2023,202307,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,3134,3,2,46,44,334,91,2,14,256,165
202307,July 2023,202307,,JsH2bnvNt2d,Tana River County,KE_County_4,,18,655,88,,20,340,107,116,,5,237,67
202307,July 2023,202307,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,3764,,17,66,407,390,133,13,41,121,9
202307,July 2023,202307,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1,5883,167,37,101,671,1648,1249,12,153,920,280
202307,July 2023,202307,,kphDeKClFch,Turkana County,KE_County_23,,12,758,166,4,14,499,95,802,51,314,459,371
202307,July 2023,202307,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,6,2393,1082,3,283,1717,984,701,22,203,727,267
202307,July 2023,202307,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2821,11,25,103,787,488,292,,28,486,45
202307,July 2023,202307,,CeLsrJOH0g9,Wajir County,KE_County_8,,8,157,15,1,,65,34,507,1,18,62,71
202307,July 2023,202307,,XWALbfAPa6n,West Pokot County,KE_County_24,,5,1544,10,8,18,482,367,128,2,12,324,84
202307,July 2023,202307,,sPkRcDvhGWA,Kisii County,KE_County_45,,,5499,143,46,182,1185,1527,2296,2,196,815,191
202307,July 2023,202307,,tAbBVBbueqD,Kisumu County,KE_County_42,,40,5259,413,27,163,2072,1531,3175,9,96,1392,366
202307,July 2023,202307,,j8o6iO4Njsi,Kitui County,KE_County_15,,1,5255,8,13,49,1407,910,117,,65,798,292
202307,July 2023,202307,,N7YETT3A9r1,Kwale County,KE_County_2,,,6251,92,4,41,369,1177,622,1,14,43,242
202307,July 2023,202307,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,3132,60,1,122,524,274,219,,13,1187,342
202307,July 2023,202307,,NjWSbQTwys4,Lamu County,KE_County_5,,,1183,9,,20,94,167,1930,,45,19,55
202308,August 2023,202308,,vvOK1BxTbet,Baringo County,KE_County_30,,,2895,2,1,73,618,244,484,1,379,140,79
202308,August 2023,202308,,HMNARUV2CW4,Bomet County,KE_County_36,,3,427,,2,28,407,1892,464,20,45,350,87
202308,August 2023,202308,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,7140,146,36,137,1454,2673,1102,133,248,132,149
202308,August 2023,202308,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1,3044,193,3,138,945,1803,331,11,81,503,35
202308,August 2023,202308,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,34,3240,9,,46,20,686,134,3,27,22,61
202308,August 2023,202308,,PFu8alU2KWG,Embu County,KE_County_14,,,5623,348,17,105,391,709,81,1,20,104,460
202308,August 2023,202308,,uyOrcHZBpW0,Garissa County,KE_County_7,,1,1050,1,,9,157,51,265,17,40,287,204
202308,August 2023,202308,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,14,8661,1455,38,233,2559,2609,2438,38,308,1164,490
202308,August 2023,202308,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,1039,2,8,17,229,121,61,4,6,169,55
202308,August 2023,202308,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,3804,742,32,242,705,994,542,7,272,964,411
202308,August 2023,202308,,BjC1xL40gHo,Kakamega County,KE_County_37,,,11909,2753,98,338,1709,3509,2761,387,375,1792,271
202308,August 2023,202308,,ihZsJ8alvtb,Kericho County,KE_County_35,,,2006,345,3,90,962,808,860,,43,47,185
202308,August 2023,202308,,qKzosKQPl6G,Kiambu County,KE_County_22,,,8844,1170,127,715,1423,1804,3355,29,704,5885,3289
202308,August 2023,202308,,nrI2khZx3d0,Kilifi County,KE_County_3,,,6572,324,3,111,2494,1474,443,36,165,2409,589
202308,August 2023,202308,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4244,266,,221,408,466,358,97,136,3124,673
202308,August 2023,202308,,o36zCRjSd4G,Samburu County,KE_County_25,,,1990,,1,14,316,189,287,,139,76,41
202308,August 2023,202308,,ptWVfaCIdVx,Nyeri County,KE_County_19,,3,2349,562,51,235,514,580,395,3,169,1976,524
202308,August 2023,202308,,uepLTG8wGWJ,Nyamira County,KE_County_46,,43,2398,3666,4,144,1478,732,1524,25,123,1082,499
202308,August 2023,202308,,kqJ83J2D72s,Narok County,KE_County_33,,,5353,900,6,36,357,2195,489,3,222,73,129
202308,August 2023,202308,,t0J75eHKxz5,Nandi County,KE_County_29,,,7589,1,1,62,874,691,7387,12,322,599,457
202308,August 2023,202308,,mYZacFNIB3h,Nyandarua County,KE_County_18,,4,3118,54,9,212,487,559,788,2,94,190,508
202308,August 2023,202308,,ob6SxuRcqU4,Nakuru County,KE_County_32,,12,13192,1615,58,623,1098,3467,1148,15,573,4445,1394
202308,August 2023,202308,,jkG3zaihdSs,Nairobi County,KE_County_47,,4,7876,1237,113,1404,2148,4417,15578,1061,474,9465,3286
202308,August 2023,202308,,ahwTMNAJvrL,Muranga County,KE_County_21,,,2195,209,19,132,749,622,174,29,132,1731,996
202308,August 2023,202308,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,5422,1360,44,229,824,1359,1302,175,496,2830,542
202308,August 2023,202308,,fVra3Pwta0Q,Migori County,KE_County_44,,2,8959,805,17,402,2770,7391,3577,556,595,702,337
202308,August 2023,202308,,Y52XNJ50hYb,Meru County,KE_County_12,,2,3318,851,59,171,1051,1144,5863,29,244,310,304
202308,August 2023,202308,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,652,,,,114,3,588,5,1,6,18
202308,August 2023,202308,,R6f9znhg37c,Mandera County,KE_County_9,,2,247,30,2,1,56,66,492,33,4,194,128
202308,August 2023,202308,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2,11037,32,5,95,71,1874,837,,111,1868,291
202308,August 2023,202308,,yhCUgGcCcOo,Machakos County,KE_County_16,,230,12623,313,30,163,1236,1079,1597,251,494,2515,931
202308,August 2023,202308,,u4t9H8XyU9P,Siaya County,KE_County_41,,9,6808,190,13,66,491,1238,1766,22296,124,315,219
202308,August 2023,202308,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,3383,39,12,54,11,319,81,,35,128,131
202308,August 2023,202308,,JsH2bnvNt2d,Tana River County,KE_County_4,,,571,127,,20,352,70,57,,2,265,77
202308,August 2023,202308,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,3103,,17,43,533,469,172,2,20,159,20
202308,August 2023,202308,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1,7315,597,40,127,638,1997,1043,21,403,1063,254
202308,August 2023,202308,,kphDeKClFch,Turkana County,KE_County_23,,35,1296,43,7,12,420,185,848,76,214,533,333
202308,August 2023,202308,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,12,4239,991,6,248,1457,1250,492,49,213,996,308
202308,August 2023,202308,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,3115,92,34,71,956,498,1501,10,57,488,117
202308,August 2023,202308,,CeLsrJOH0g9,Wajir County,KE_County_8,,,120,137,,,19,30,256,,34,19,28
202308,August 2023,202308,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1600,,12,23,669,327,110,36,,469,36
202308,August 2023,202308,,sPkRcDvhGWA,Kisii County,KE_County_45,,18,5976,121,23,140,1820,1468,1567,32,267,1190,431
202308,August 2023,202308,,tAbBVBbueqD,Kisumu County,KE_County_42,,,5874,1827,23,152,2097,1809,6494,55,101,2043,453
202308,August 2023,202308,,j8o6iO4Njsi,Kitui County,KE_County_15,,4,5795,3,29,115,1417,984,131,1,99,617,319
202308,August 2023,202308,,N7YETT3A9r1,Kwale County,KE_County_2,,1,4559,1,33,34,245,1523,700,14,38,45,251
202308,August 2023,202308,,xuFdFy6t9AH,Laikipia County,KE_County_31,,20,3232,29,8,57,519,268,148,,11,799,312
202308,August 2023,202308,,NjWSbQTwys4,Lamu County,KE_County_5,,,1282,,,13,57,140,496,,15,9,89
202309,September 2023,202309,,vvOK1BxTbet,Baringo County,KE_County_30,,,2547,1,9,46,607,250,670,,365,159,65
202309,September 2023,202309,,HMNARUV2CW4,Bomet County,KE_County_36,,,778,,,8,167,1436,224,,38,270,17
202309,September 2023,202309,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,8632,3,29,107,918,2267,990,65,226,119,211
202309,September 2023,202309,,Tvf1zgVZ0K4,Busia County,KE_County_40,,3,3087,227,26,172,562,1519,360,28,74,516,32
202309,September 2023,202309,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,22,2339,57,,35,12,666,115,9,110,13,28
202309,September 2023,202309,,PFu8alU2KWG,Embu County,KE_County_14,,,3934,1277,24,91,206,719,76,4,49,105,470
202309,September 2023,202309,,uyOrcHZBpW0,Garissa County,KE_County_7,,29,1084,11,,11,122,61,135,,9,283,199
202309,September 2023,202309,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,25,8123,1327,95,224,2358,2265,902,78,184,1004,429
202309,September 2023,202309,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,829,38,1,10,301,123,163,,10,214,39
202309,September 2023,202309,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,15,4258,1319,15,187,491,928,540,16,246,1141,732
202309,September 2023,202309,,BjC1xL40gHo,Kakamega County,KE_County_37,,1,10196,3321,103,208,1123,3326,1672,39,222,1344,186
202309,September 2023,202309,,ihZsJ8alvtb,Kericho County,KE_County_35,,,1950,245,14,103,642,923,251,4,68,43,149
202309,September 2023,202309,,qKzosKQPl6G,Kiambu County,KE_County_22,,,9051,1765,99,764,1390,1515,4747,121,1185,7747,4085
202309,September 2023,202309,,nrI2khZx3d0,Kilifi County,KE_County_3,,,8310,223,12,108,1847,1339,794,14,124,1987,443
202309,September 2023,202309,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4294,196,1,225,356,429,257,11,97,3164,741
202309,September 2023,202309,,o36zCRjSd4G,Samburu County,KE_County_25,,,1557,3,2,12,297,94,116,8,47,54,14
202309,September 2023,202309,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,2066,733,55,224,484,294,221,,181,1594,432
202309,September 2023,202309,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,2996,2942,12,105,1396,678,916,61,147,937,458
202309,September 2023,202309,,kqJ83J2D72s,Narok County,KE_County_33,,,4337,1195,2,49,448,1798,353,,125,114,129
202309,September 2023,202309,,t0J75eHKxz5,Nandi County,KE_County_29,,,6744,180,,52,707,603,1996,8,100,482,291.3
202309,September 2023,202309,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,3287,117,23,220,407,466,378,6,147,349,473
202309,September 2023,202309,,ob6SxuRcqU4,Nakuru County,KE_County_32,,5,12790,1353,62,604,1237,3287,7988,29,819,4029,1091
202309,September 2023,202309,,jkG3zaihdSs,Nairobi County,KE_County_47,,463,12915,3719,168,1283,1657,4595,4439,340,632,9198,2902
202309,September 2023,202309,,ahwTMNAJvrL,Muranga County,KE_County_21,,2,1583,1554,6,147,660,575,323,7,197,1312,922
202309,September 2023,202309,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,5084,1478,22,338,769,1812,1462,827,494,2953,432
202309,September 2023,202309,,fVra3Pwta0Q,Migori County,KE_County_44,,3,7977,1120,54,495,2755,7329,2713,217,454,887,222
202309,September 2023,202309,,Y52XNJ50hYb,Meru County,KE_County_12,,1,2698,1048,59,134,854,1174,3664,1061,159,294,255
202309,September 2023,202309,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,619,11,,,109,,442,,10,23,32
202309,September 2023,202309,,R6f9znhg37c,Mandera County,KE_County_9,,,263,15,,,60,82,513,,11,200,118
202309,September 2023,202309,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,9875,86,,92,34,1856,235,1,591,1766,243
202309,September 2023,202309,,yhCUgGcCcOo,Machakos County,KE_County_16,,12,12548,1082,6,156,886,1244,2145,222,269,2635,1264
202309,September 2023,202309,,u4t9H8XyU9P,Siaya County,KE_County_41,,16,6005,41,3,57,404,1025,1626,1237,108,254,318
202309,September 2023,202309,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,3246,2,6,42,25,331,55,,36,182,121
202309,September 2023,202309,,JsH2bnvNt2d,Tana River County,KE_County_4,,,517,164,1,16,214,69,62,,44,222,78
202309,September 2023,202309,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,2107,,3,40,549,535,109,4,28,70,
202309,September 2023,202309,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,6413,958,36,85,250,1618,2060,187,268,989,180
202309,September 2023,202309,,kphDeKClFch,Turkana County,KE_County_23,,31,940,64,2,6,300,209,592,41,151,353,342
202309,September 2023,202309,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,24,5829,931,17,317,901,1144,1077,150,161,1031,283
202309,September 2023,202309,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2374,439,63,64,1009,538,1434,7,38,345,30
202309,September 2023,202309,,CeLsrJOH0g9,Wajir County,KE_County_8,,,220,3,2,,50,49,297,36,36,51,25
202309,September 2023,202309,,XWALbfAPa6n,West Pokot County,KE_County_24,,1,1539,6,8,11,502,318,348,10,9,371,47
202309,September 2023,202309,,sPkRcDvhGWA,Kisii County,KE_County_45,,2,5602,746,121,155,1456,1453,1852,97,289,987,234
202309,September 2023,202309,,tAbBVBbueqD,Kisumu County,KE_County_42,,,5226,1758,62,166,1770,1779,4074,5,70,2233,1415
202309,September 2023,202309,,j8o6iO4Njsi,Kitui County,KE_County_15,,,6036,10,6,33,990,832,197,12,76,675,291
202309,September 2023,202309,,N7YETT3A9r1,Kwale County,KE_County_2,,,7835,,13,35,132,1245,3892,4,83,301,154
202309,September 2023,202309,,xuFdFy6t9AH,Laikipia County,KE_County_31,,39,2906,28,,76,453,250,186,72,33,2866,344
202309,September 2023,202309,,NjWSbQTwys4,Lamu County,KE_County_5,,,1273,1,,19,33,123,257,210,28,230,83
202310,October 2023,202310,,vvOK1BxTbet,Baringo County,KE_County_30,,,2403,,4,30,633,179,891,39,328,182,64
202310,October 2023,202310,,HMNARUV2CW4,Bomet County,KE_County_36,,,366,,11,49,178,1668,615,,26,206,27
202310,October 2023,202310,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,49,5800,73,3,71,785,2683,1292,19,137,70,123
202310,October 2023,202310,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1,2917,167,132,153,562,1717,153,3,100,411,187
202310,October 2023,202310,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,2821,4,,14,21,610,2309,29,28,27,34
202310,October 2023,202310,,PFu8alU2KWG,Embu County,KE_County_14,,35,3347,1891,42,59,213,676,112,6,23,261,409
202310,October 2023,202310,,uyOrcHZBpW0,Garissa County,KE_County_7,,5,1114,,6,9,127,37,265,,29,314,155
202310,October 2023,202310,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,8651,1130,25,168,1800,2060,915,68,269,962,407
202310,October 2023,202310,,bzOfj0iwfDH,Isiolo County,KE_County_11,,1,667,84,,12,157,67,35,2,11,86,11
202310,October 2023,202310,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2,4040,818,20,176,358,958,3237,194,181,1087,744
202310,October 2023,202310,,BjC1xL40gHo,Kakamega County,KE_County_37,,1,9774,3393,63,231,937,3382,1409,86,325,1220,231
202310,October 2023,202310,,ihZsJ8alvtb,Kericho County,KE_County_35,,,1419,313,58,71,507,989,85,1,15,40,107
202310,October 2023,202310,,qKzosKQPl6G,Kiambu County,KE_County_22,,1,8999,1961,86,748,1226,1977,7288,80,1269,7467,4830
202310,October 2023,202310,,nrI2khZx3d0,Kilifi County,KE_County_3,,2,10148,115,40,136,1582,1301,750,31,177,1434,376
202310,October 2023,202310,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,3684,229,6,235,384,398,111,6,152,2981,734
202310,October 2023,202310,,o36zCRjSd4G,Samburu County,KE_County_25,,,1648,,1,5,245,111,903,7,117,72,19
202310,October 2023,202310,,ptWVfaCIdVx,Nyeri County,KE_County_19,,5,1722,922,78,225,472,265,599,1,169,1504,487
202310,October 2023,202310,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,2283,2617,1,151,1424,818,953,3,184,901,482
202310,October 2023,202310,,kqJ83J2D72s,Narok County,KE_County_33,,5,4137,1549,3,99,394,1873,668,6,93,72,164
202310,October 2023,202310,,t0J75eHKxz5,Nandi County,KE_County_29,,,5073,293,,35,707,670,834,2,136,303,288
202310,October 2023,202310,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,3058,140,9,147,364,526,3701,,188,311,554
202310,October 2023,202310,,ob6SxuRcqU4,Nakuru County,KE_County_32,,38,12971,1532,21,543,1349,3259,1150,10,456,3835,965
202310,October 2023,202310,,jkG3zaihdSs,Nairobi County,KE_County_47,,19,11044,3748,166,1169,1603,4031,6677,178,967,8664,3024
202310,October 2023,202310,,ahwTMNAJvrL,Muranga County,KE_County_21,,2,1490,1783,36,111,641,669,334,18,198,1079,802
202310,October 2023,202310,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,5320,1517,53,294,631,1468,2202,11,500,2934,450
202310,October 2023,202310,,fVra3Pwta0Q,Migori County,KE_County_44,,3,7407,1661,45,566,3034,6961,1490,134,276,928,196
202310,October 2023,202310,,Y52XNJ50hYb,Meru County,KE_County_12,,,2632,961,60,140,903,945,2777,48,165,255,332
202310,October 2023,202310,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,697,,,1,54,1,392,,16,23,22
202310,October 2023,202310,,R6f9znhg37c,Mandera County,KE_County_9,,,274,22,,,46,58,364,,11,207,96
202310,October 2023,202310,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1,10327,89,1,102,40,1948,783,19,102,1820,234
202310,October 2023,202310,,yhCUgGcCcOo,Machakos County,KE_County_16,,3,10886,1023,60,147,666,1184,1588,32,361,2090,862
202310,October 2023,202310,,u4t9H8XyU9P,Siaya County,KE_County_41,,,5149,74,6,61,205,1346,1368,91,117,177,293
202310,October 2023,202310,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,3344,46,14,53,24,368,63,2,33,295,231
202310,October 2023,202310,,JsH2bnvNt2d,Tana River County,KE_County_4,,,508,222,,24,243,86,1069,,68,233,71
202310,October 2023,202310,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,1678,,33,34,420,502,218,17,14,155,
202310,October 2023,202310,,mThvosEflAU,Trans Nzoia County,KE_County_26,,21,6264,1281,8,111,132,1832,1052,41,220,725,405
202310,October 2023,202310,,kphDeKClFch,Turkana County,KE_County_23,,95,808,29,,11,242,185,950,45,100,466,342
202310,October 2023,202310,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,10,4947,1057,8,229,759,1242,934,27,283,892,262
202310,October 2023,202310,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2390,385,36,38,881,547,407,,54,258,51
202310,October 2023,202310,,CeLsrJOH0g9,Wajir County,KE_County_8,,5,163,32,,1,12,53,258,110,25,12,10
202310,October 2023,202310,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1573,,10,21,382,293,353,,7,359,24
202310,October 2023,202310,,sPkRcDvhGWA,Kisii County,KE_County_45,,,4997,1480,90,181,1109,1234,2319,58,164,1585,180
202310,October 2023,202310,,tAbBVBbueqD,Kisumu County,KE_County_42,,,3829,2437,208,157,1862,1679,2591,25,121,1298,477
202310,October 2023,202310,,j8o6iO4Njsi,Kitui County,KE_County_15,,2,6545,10,12,76,1001,951,720,7,129,679,325
202310,October 2023,202310,,N7YETT3A9r1,Kwale County,KE_County_2,,,8221,66,1,35,67,975,715,,188,348,148
202310,October 2023,202310,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,3039,60,1,61,552,312,407,10,99,977,409
202310,October 2023,202310,,NjWSbQTwys4,Lamu County,KE_County_5,,,1193,19,5,5,32,106,87,146,14,228,38
202311,November 2023,202311,,vvOK1BxTbet,Baringo County,KE_County_30,,2,2188,,,71,594,202,1310,,349,176,159
202311,November 2023,202311,,HMNARUV2CW4,Bomet County,KE_County_36,,,842,,1,28,244,1285,496,,68,223,64
202311,November 2023,202311,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,6502,84,57,126,836,2434,2394,28,276,358,191
202311,November 2023,202311,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1,3779,144,22,195,640,1993,345,1,147,784,63
202311,November 2023,202311,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,3260,,,19,18,687,212,4,55,116,41
202311,November 2023,202311,,PFu8alU2KWG,Embu County,KE_County_14,,,3891,1534,10,88,218,656,204,12,16,1307,451
202311,November 2023,202311,,uyOrcHZBpW0,Garissa County,KE_County_7,,2,1082,16,4,14,98,20,306,1,77,326,175
202311,November 2023,202311,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1,8756,1300,49,203,2531,2994,1160,568,379,1296,401
202311,November 2023,202311,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,569,237,2,15,178,88,91,,7,142,54
202311,November 2023,202311,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,12,3551,875,13,293,364,955,1300,11,170,793,772
202311,November 2023,202311,,BjC1xL40gHo,Kakamega County,KE_County_37,,1,10164,3322,91,191,667,3832,1829,69,431,1263,327
202311,November 2023,202311,,ihZsJ8alvtb,Kericho County,KE_County_35,,,1762,149,26,66,434,723,508,,14,104,161
202311,November 2023,202311,,qKzosKQPl6G,Kiambu County,KE_County_22,,7,8429,1884,110,558,1394,1335,3612,874,918,7866,3256
202311,November 2023,202311,,nrI2khZx3d0,Kilifi County,KE_County_3,,,8803,494,7,116,1332,1132,2012,12,133,1678,347
202311,November 2023,202311,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4193,201,1,176,265,572,175,3,199,3072,675
202311,November 2023,202311,,o36zCRjSd4G,Samburu County,KE_County_25,,,1622,100,7,8,137,151,841,1,34,152,43
202311,November 2023,202311,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,1724,958,33,161,345,282,419,147,210,1394,457
202311,November 2023,202311,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,3465,2706,5,112,1382,821,1412,14,206,821,414
202311,November 2023,202311,,kqJ83J2D72s,Narok County,KE_County_33,,21,4176,1325,47,77,324,1727,165,17,115,293,144
202311,November 2023,202311,,t0J75eHKxz5,Nandi County,KE_County_29,,,5996,188,4,39,775,617,528,2,163,498,231
202311,November 2023,202311,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,2865,61,13,197,389,458,2939,,78,299,394
202311,November 2023,202311,,ob6SxuRcqU4,Nakuru County,KE_County_32,,4,12153,1543,116,507,1197,2961,1574,39,709,3997,1026
202311,November 2023,202311,,jkG3zaihdSs,Nairobi County,KE_County_47,,21,9638,4528,228,1455,2051,3833,5115,352,594,9599,2960
202311,November 2023,202311,,ahwTMNAJvrL,Muranga County,KE_County_21,,,1859,1443,4,142,508,541,448,3,286,1808,1029
202311,November 2023,202311,,wsBsC6gjHvn,Mombasa County,KE_County_1,,8,5350,1291,47,311,595,1498,3736,24,488,2846,746
202311,November 2023,202311,,fVra3Pwta0Q,Migori County,KE_County_44,,6,7668,1788,35,459,4524,6575,1580,181,309,955,177
202311,November 2023,202311,,Y52XNJ50hYb,Meru County,KE_County_12,,1,2923,929,72,216,598,715,1635,5,235,620,321
202311,November 2023,202311,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,773,10,,,46,,662,,2,10,21
202311,November 2023,202311,,R6f9znhg37c,Mandera County,KE_County_9,,,275,26,,2,78,66,481,,10,196,81
202311,November 2023,202311,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1,9914,33,3,81,14,1660,1192,,267,1703,295
202311,November 2023,202311,,yhCUgGcCcOo,Machakos County,KE_County_16,,76,9523,726,19,111,578,1121,2216,18,481,1949,755
202311,November 2023,202311,,u4t9H8XyU9P,Siaya County,KE_County_41,,2,6067,188,11,79,318,2376,3480,2,275,439,256
202311,November 2023,202311,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,2939,148,22,58,54,278,52,1,25,198,161
202311,November 2023,202311,,JsH2bnvNt2d,Tana River County,KE_County_4,,,587,156,4,21,162,84,509,,21,165,77
202311,November 2023,202311,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,1957,68,34,35,340,395,213,5,39,384,58
202311,November 2023,202311,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,6894,1598,26,156,125,1756,1811,91,176,973,204
202311,November 2023,202311,,kphDeKClFch,Turkana County,KE_County_23,,75,1769,64,25,32,280,355,1885,40,197,281,353
202311,November 2023,202311,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,9,5603,1049,102,232,723,1144,619,25,362,898,220
202311,November 2023,202311,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2601,629,16,74,727,506,644,12,85,394,53
202311,November 2023,202311,,CeLsrJOH0g9,Wajir County,KE_County_8,,,105,93,,4,25,67,117,,18,57,25
202311,November 2023,202311,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1709,21,12,16,433,449,771,12,3,351,88
202311,November 2023,202311,,sPkRcDvhGWA,Kisii County,KE_County_45,,21,4887,1839,55,194,1590,1652,4287,1030,178,1060,239
202311,November 2023,202311,,tAbBVBbueqD,Kisumu County,KE_County_42,,,3444,3247,61,122,1822,1494,3718,49,57,2354,404
202311,November 2023,202311,,j8o6iO4Njsi,Kitui County,KE_County_15,,,5324,94,3,56,1010,797,900,3,58,492,181
202311,November 2023,202311,,N7YETT3A9r1,Kwale County,KE_County_2,,,7188,47,12,29,26,841,816,4,58,379,179
202311,November 2023,202311,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,2837,229,6,60,430,339,473,4,37,1099,331
202311,November 2023,202311,,NjWSbQTwys4,Lamu County,KE_County_5,,,1210,5,,3,35,133,265,15,17,240,57
202312,December 2023,202312,,vvOK1BxTbet,Baringo County,KE_County_30,,,2128,,1,25,393,173,558,5,340,202,98
202312,December 2023,202312,,HMNARUV2CW4,Bomet County,KE_County_36,,,3175,56,,24,162,1447,3485,,46,334,33
202312,December 2023,202312,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,10736,205,4,74,631,2400,1411,42,451,1039,315
202312,December 2023,202312,,Tvf1zgVZ0K4,Busia County,KE_County_40,,4,3798,154,11,207,641,2516,272,17,127,723,50
202312,December 2023,202312,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,2961,2,,12,3,521,263,2,23,96,48
202312,December 2023,202312,,PFu8alU2KWG,Embu County,KE_County_14,,,3804,655,18,53,107,519,142,1,58,1080,423
202312,December 2023,202312,,uyOrcHZBpW0,Garissa County,KE_County_7,,24,986,11,,3,98,42,204,,18,273,162
