periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Cycle Beads,DMPA-IM,DMPA-SC,Hormonal IUCD,Non-Hormonal IUCD,Implanon,Male Condoms,Female Condoms,EC Pills,COCs,POPs,Type
202202,Feb-22,202202,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,3109.0,11.0,8.0,151.0,27.0,32543.0,99.0,79.0,2510.0,224.0,Consumption
202202,Feb-22,202202,,mYZacFNIB3h,Nyandarua County,KE_County_18,,22.0,2386.0,,7.0,184.0,13.0,12517.0,33.0,41.0,2015.0,302.0,Consumption
202202,Feb-22,202202,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,6029.0,128.0,79.0,135.0,383.0,84859.0,910.0,2006.0,2395.0,345.0,Consumption
202202,Feb-22,202202,,kqJ83J2D72s,Narok County,KE_County_33,,,811.0,21.0,,31.0,680.0,14346.0,10.0,16.0,1436.0,192.0,Consumption
202202,Feb-22,202202,,t0J75eHKxz5,Nandi County,KE_County_29,,,6326.0,26.0,10.0,99.0,118.0,35837.0,930.0,55.0,1668.0,125.0,Consumption
202202,Feb-22,202202,,Y52XNJ50hYb,Meru County,KE_County_12,,,5545.0,53.0,4.0,79.0,150.0,21720.0,337.0,51.0,3176.0,424.0,Consumption
202202,Feb-22,202202,,fVra3Pwta0Q,Migori County,KE_County_44,,8.0,6630.0,,248.0,242.0,787.0,184486.0,2953.0,38.0,1359.3,299.0,Consumption
202202,Feb-22,202202,,wsBsC6gjHvn,Mombasa County,KE_County_1,,5.0,4996.0,9.0,,257.0,31.0,10216.0,160.0,48.0,3069.0,441.0,Consumption
202202,Feb-22,202202,,ahwTMNAJvrL,Muranga County,KE_County_21,,,1567.0,54.0,2.0,94.0,50.0,14336.0,10.0,64.0,2154.0,774.0,Consumption
202202,Feb-22,202202,,jkG3zaihdSs,Nairobi County,KE_County_47,,220.0,4208.0,262.0,51.0,1499.0,634.0,278461.0,901.0,442.0,21047.0,3664.0,Consumption
202202,Feb-22,202202,,ob6SxuRcqU4,Nakuru County,KE_County_32,,18.0,8919.0,44.0,1170.0,727.0,539.0,129920.0,1072.0,63205.0,5527.0,1550.0,Consumption
202203,Mar-22,202203,,vvOK1BxTbet,Baringo County,KE_County_30,,,2009.0,27.0,,17.0,330.0,24886.0,,41.0,1336.0,400.0,Consumption
202203,Mar-22,202203,,HMNARUV2CW4,Bomet County,KE_County_36,,,7858.0,,,53.0,174.0,33780.0,,,1575.0,228.0,Consumption
202203,Mar-22,202203,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,520.0,9804.0,,,213.0,6.0,428448.0,3933.0,29.0,7136.0,390.0,Consumption
202203,Mar-22,202203,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2.0,353.0,,7.0,56.0,81.0,10097.0,87.0,36.0,1433.0,855.0,Consumption
202203,Mar-22,202203,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,2626.0,,,603.0,45.0,30522.0,144.0,79.0,817.0,41.0,Consumption
202203,Mar-22,202203,,PFu8alU2KWG,Embu County,KE_County_14,,,2591.0,7.0,3.0,165.0,54.0,11785.0,44.0,20.0,4266.0,1131.0,Consumption
202203,Mar-22,202203,,uyOrcHZBpW0,Garissa County,KE_County_7,,11.0,643.0,,,89.0,16.0,963.0,,,444.0,63.0,Consumption
202203,Mar-22,202203,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,31.0,7200.0,6.0,228.0,1557.0,331.0,98868.0,428.0,27.0,2886.0,715.0,Consumption
202203,Mar-22,202203,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,464.0,,,10.0,168.0,9109.0,170.0,2.0,631.0,90.0,Consumption
202203,Mar-22,202203,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,5337.0,120.0,,207.0,73.0,15326.0,5.0,66.0,2782.0,534.0,Consumption
202203,Mar-22,202203,,BjC1xL40gHo,Kakamega County,KE_County_37,,4.0,12429.0,60.0,37.0,485.0,226.0,145364.0,111.0,2261.0,4719.0,335.0,Consumption
202203,Mar-22,202203,,ihZsJ8alvtb,Kericho County,KE_County_35,,,770.0,,10.0,81.0,96.0,13084.0,76.0,7.0,2484.0,516.0,Consumption
202203,Mar-22,202203,,qKzosKQPl6G,Kiambu County,KE_County_22,,1.0,7379.0,118.0,252.0,827.0,368.0,54697.0,1134.0,451.0,9486.0,3591.0,Consumption
202203,Mar-22,202203,,nrI2khZx3d0,Kilifi County,KE_County_3,,,6752.0,16.0,,134.0,98.0,50492.0,3210.0,57.0,5977.0,920.0,Consumption
202203,Mar-22,202203,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,3.0,3670.0,,1.0,208.0,3.0,7528.0,140.0,47.0,5567.0,1465.0,Consumption
202203,Mar-22,202203,,sPkRcDvhGWA,Kisii County,KE_County_45,,1105.0,322.0,,81.0,167.0,363.0,92827.0,999.0,66.0,1184.0,340.0,Consumption
202203,Mar-22,202203,,tAbBVBbueqD,Kisumu County,KE_County_42,,1.0,7733.0,,28.0,149.0,159.0,23485.0,1115.0,8.0,3530.0,678.0,Consumption
202203,Mar-22,202203,,j8o6iO4Njsi,Kitui County,KE_County_15,,,9027.0,30.0,,60.0,110.0,17875.0,108.0,50.0,4118.0,686.0,Consumption
202203,Mar-22,202203,,N7YETT3A9r1,Kwale County,KE_County_2,,,5659.0,107.0,2.0,16.0,376.0,16205.0,9.0,864.0,2437.0,468.0,Consumption
202203,Mar-22,202203,,xuFdFy6t9AH,Laikipia County,KE_County_31,,84.0,3673.0,1.0,7202.0,67.0,122.0,25820.0,50.0,10.0,2414.0,108.0,Consumption
202203,Mar-22,202203,,NjWSbQTwys4,Lamu County,KE_County_5,,,441.0,,,1.0,6.0,5181.0,,1.0,388.0,13.0,Consumption
202203,Mar-22,202203,,yhCUgGcCcOo,Machakos County,KE_County_16,,,5085.0,471.0,20.0,86.0,97.0,27638.0,1047.0,84.0,5878.0,1011.0,Consumption
202203,Mar-22,202203,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,6726.0,24.0,,78.0,19.0,19693.0,,44.0,5884.0,124.0,Consumption
202203,Mar-22,202203,,R6f9znhg37c,Mandera County,KE_County_9,,,87.0,,,,2.0,293.0,,1.0,244.0,25.0,Consumption
202203,Mar-22,202203,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,365.0,,,202.0,54.0,2219.0,,11.0,160.0,16.0,Consumption
202203,Mar-22,202203,,JsH2bnvNt2d,Tana River County,KE_County_4,,,857.0,34.0,,19.0,42.0,8200.0,,3.0,718.0,98.0,Consumption
202203,Mar-22,202203,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1326.0,5.0,,42.0,251.0,14350.0,,,633.0,184.0,Consumption
202203,Mar-22,202203,,CeLsrJOH0g9,Wajir County,KE_County_8,,6.0,381.0,5.0,288.0,,2.0,1092.0,,,1122.0,405.0,Consumption
202203,Mar-22,202203,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2669.0,2.0,,94.0,512.0,27739.0,,7.0,1403.0,263.0,Consumption
202203,Mar-22,202203,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,161.0,7414.0,160.0,,311.0,60.0,21384.0,66.0,36.0,3709.0,453.0,Consumption
202203,Mar-22,202203,,kphDeKClFch,Turkana County,KE_County_23,,9.0,1439.0,9.0,,8.0,64.0,37555.0,24.0,31.0,474.0,66.0,Consumption
202203,Mar-22,202203,,mThvosEflAU,Trans Nzoia County,KE_County_26,,5.0,5974.0,,,174.0,56.0,64161.0,201.0,72.0,2675.0,508.0,Consumption
202203,Mar-22,202203,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,2010.0,,880.0,25.0,80.0,26340.0,1042.0,480.0,1447.0,162.0,Consumption
202203,Mar-22,202203,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,3015.0,,1.0,76.0,19.0,17303.0,22.0,37.0,987.0,82.0,Consumption
202203,Mar-22,202203,,u4t9H8XyU9P,Siaya County,KE_County_41,,,6029.0,177.0,,86.0,29.0,34341.0,173.0,98.0,1054.0,275.0,Consumption
202203,Mar-22,202203,,o36zCRjSd4G,Samburu County,KE_County_25,,,1141.0,,,7.0,152.0,447.0,2.0,38.0,328.0,86.0,Consumption
202203,Mar-22,202203,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1.0,3909.0,23.0,4.0,202.0,133.0,29749.0,63.0,126.0,3044.0,361.0,Consumption
202203,Mar-22,202203,,mYZacFNIB3h,Nyandarua County,KE_County_18,,7.0,2439.0,,70.0,209.0,11.0,11183.0,200.0,46.0,2925.0,323.0,Consumption
202203,Mar-22,202203,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1.0,9440.0,246.0,49.0,795.0,263.0,78305.0,2640.0,22.0,4075.0,550.0,Consumption
202203,Mar-22,202203,,kqJ83J2D72s,Narok County,KE_County_33,,,1138.0,,9.0,49.0,1009.0,21000.0,844.0,39.0,1348.0,118.0,Consumption
202203,Mar-22,202203,,t0J75eHKxz5,Nandi County,KE_County_29,,,7477.0,45.0,,65.0,391.0,55324.0,293.0,517.0,2089.0,156.0,Consumption
202203,Mar-22,202203,,Y52XNJ50hYb,Meru County,KE_County_12,,,5664.0,101.0,7.0,161.0,305.0,21180.0,265.0,71.0,3454.0,324.0,Consumption
202203,Mar-22,202203,,fVra3Pwta0Q,Migori County,KE_County_44,,7.0,6818.0,7.0,121.0,242.0,1022.0,263575.0,12525.0,19.0,1461.0,412.0,Consumption
202203,Mar-22,202203,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2.0,4194.0,87.0,2.0,261.0,30.0,13552.0,109.0,36.0,3233.0,451.0,Consumption
202203,Mar-22,202203,,ahwTMNAJvrL,Muranga County,KE_County_21,,,1635.0,69.0,,183.0,59.0,10430.0,174.0,46.0,2080.0,1344.0,Consumption
202203,Mar-22,202203,,jkG3zaihdSs,Nairobi County,KE_County_47,,17.0,5026.0,594.0,241.0,1528.0,703.0,338905.0,7008.0,205.0,23523.0,3989.0,Consumption
202203,Mar-22,202203,,ob6SxuRcqU4,Nakuru County,KE_County_32,,2.0,9006.0,45.0,41.0,661.0,721.0,198890.0,1015.0,318.0,8506.0,2166.0,Consumption
202204,Apr-22,202204,,vvOK1BxTbet,Baringo County,KE_County_30,,,1594.0,15.0,1.0,234.0,566.0,50328.0,153.0,33.0,1415.0,200.0,Consumption
202204,Apr-22,202204,,HMNARUV2CW4,Bomet County,KE_County_36,,,6973.0,,,15.0,45.0,34952.0,,2.0,1005.0,205.0,Consumption
202204,Apr-22,202204,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,1.0,6154.0,18.0,,87.0,76.0,155394.0,189.0,20.0,6891.0,338.0,Consumption
202204,Apr-22,202204,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,422.0,123.0,8.0,43.0,227.0,5457.0,144.0,40.0,976.0,537.0,Consumption
202204,Apr-22,202204,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,6.0,1967.0,1.0,146.0,8.0,12.0,22461.0,130.0,44.0,912.0,121.0,Consumption
202204,Apr-22,202204,,PFu8alU2KWG,Embu County,KE_County_14,,,1768.0,,,114.0,10.0,4110.0,100.0,54.0,7745.0,1144.0,Consumption
202204,Apr-22,202204,,uyOrcHZBpW0,Garissa County,KE_County_7,,3.0,602.0,58.0,,46.0,11.0,1752.0,144.0,8.0,808.0,125.0,Consumption
202204,Apr-22,202204,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1.0,5936.0,34.0,244.0,1587.0,457.0,95267.0,924.0,295.0,2319.0,476.0,Consumption
202204,Apr-22,202204,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,235.0,,,5.0,90.0,2249.0,130.0,2.0,1092.0,33.0,Consumption
202204,Apr-22,202204,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,3757.0,20.0,,132.0,111.0,12879.0,162.0,76.0,2651.0,591.0,Consumption
202204,Apr-22,202204,,BjC1xL40gHo,Kakamega County,KE_County_37,,1.0,12159.0,90.0,12.0,134.0,297.0,138031.0,92.0,1175.0,4107.0,160.0,Consumption
202204,Apr-22,202204,,ihZsJ8alvtb,Kericho County,KE_County_35,,,565.0,,8.0,47.0,273.0,2121.0,29.0,2.0,1623.0,800.0,Consumption
202204,Apr-22,202204,,qKzosKQPl6G,Kiambu County,KE_County_22,,12.0,7502.0,56.0,31.0,719.0,151.0,41069.0,800.0,383.0,9442.0,3170.0,Consumption
202204,Apr-22,202204,,nrI2khZx3d0,Kilifi County,KE_County_3,,2.0,4492.0,57.0,,67.0,102.0,42599.0,1184.0,30.0,6412.0,801.0,Consumption
202204,Apr-22,202204,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,3745.0,,23.0,182.0,2.0,3915.0,237.0,38.0,6413.0,1210.0,Consumption
202204,Apr-22,202204,,sPkRcDvhGWA,Kisii County,KE_County_45,,,231.0,,3168.0,752.0,232.0,81912.0,1530.0,43.0,878.0,246.0,Consumption
202204,Apr-22,202204,,tAbBVBbueqD,Kisumu County,KE_County_42,,1.0,5507.0,141.0,13.0,482.0,156.0,16472.0,296.0,102.0,2270.0,728.0,Consumption
202204,Apr-22,202204,,j8o6iO4Njsi,Kitui County,KE_County_15,,,8079.0,,,53.0,64.0,18613.0,350.0,44.0,3583.0,489.0,Consumption
202204,Apr-22,202204,,N7YETT3A9r1,Kwale County,KE_County_2,,,4894.0,1.0,152.0,23.0,230.0,18682.0,1409.0,,3033.0,445.0,Consumption
202204,Apr-22,202204,,xuFdFy6t9AH,Laikipia County,KE_County_31,,121.0,2984.0,,,28.0,125.0,36350.0,,7.0,2258.0,111.0,Consumption
202204,Apr-22,202204,,NjWSbQTwys4,Lamu County,KE_County_5,,1.0,585.0,3.0,,11.0,7.0,2048.0,,,761.0,15.0,Consumption
202204,Apr-22,202204,,yhCUgGcCcOo,Machakos County,KE_County_16,,2.0,8385.0,7.0,26.0,56.0,117.0,24900.0,114.0,60.0,7943.0,671.0,Consumption
202204,Apr-22,202204,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,5731.0,2.0,3.0,60.0,21.0,11490.0,,168.0,5391.0,83.0,Consumption
202204,Apr-22,202204,,R6f9znhg37c,Mandera County,KE_County_9,,,46.0,,,4.0,3.0,305.0,,,170.0,86.0,Consumption
202204,Apr-22,202204,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,440.0,1.0,,1.0,29.0,2699.0,60.0,13.0,519.0,10.0,Consumption
202204,Apr-22,202204,,JsH2bnvNt2d,Tana River County,KE_County_4,,1.0,1028.0,,,15.0,11.0,6188.0,,1.0,887.0,17.0,Consumption
202204,Apr-22,202204,,XWALbfAPa6n,West Pokot County,KE_County_24,,,995.0,23.0,6.0,10.0,106.0,3756.0,,,566.0,427.0,Consumption
202204,Apr-22,202204,,CeLsrJOH0g9,Wajir County,KE_County_8,,5.0,258.0,2.0,100.0,,12.0,1761.0,,61.0,1192.0,236.0,Consumption
202204,Apr-22,202204,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2039.0,6.0,12.0,25.0,883.0,27245.0,3.0,3.0,1235.0,306.0,Consumption
202204,Apr-22,202204,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,3.0,6637.0,90.0,50.0,208.0,57.0,15577.0,,8.0,3013.0,482.0,Consumption
202204,Apr-22,202204,,kphDeKClFch,Turkana County,KE_County_23,,13.0,1168.0,5.0,1.0,2.0,88.0,36579.0,181.0,212.0,515.0,41.0,Consumption
202204,Apr-22,202204,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1.0,5692.0,,3.0,87.0,78.0,49967.0,238.0,44.0,2263.0,264.0,Consumption
202204,Apr-22,202204,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,3803.0,2.0,,54.0,63.0,15202.0,343.0,9.0,2082.0,79.0,Consumption
202204,Apr-22,202204,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,2800.0,,2.0,17.0,,14134.0,14.0,21.0,1083.0,40.0,Consumption
202204,Apr-22,202204,,u4t9H8XyU9P,Siaya County,KE_County_41,,5.0,5163.0,86.0,,60.0,42.0,25588.0,103.0,14.0,734.0,109.0,Consumption
202204,Apr-22,202204,,o36zCRjSd4G,Samburu County,KE_County_25,,,952.0,5.0,,8.0,297.0,1135.0,,36.0,301.0,27.0,Consumption
202204,Apr-22,202204,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,4000.0,9.0,42.0,681.0,54.0,28009.0,23.0,127.0,2523.0,223.0,Consumption
202204,Apr-22,202204,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,1738.0,,13.0,174.0,6.0,11311.0,400.0,16.0,2610.0,1054.0,Consumption
202204,Apr-22,202204,,uepLTG8wGWJ,Nyamira County,KE_County_46,,20.0,9507.0,,413.0,101.0,272.0,66194.0,282.0,173.0,2686.0,548.0,Consumption
202204,Apr-22,202204,,kqJ83J2D72s,Narok County,KE_County_33,,,612.0,,,29.0,1315.0,19570.0,142.0,30.0,1124.0,155.0,Consumption
202204,Apr-22,202204,,t0J75eHKxz5,Nandi County,KE_County_29,,,7294.0,,,33.0,503.0,32974.0,57.0,51.0,1695.0,223.0,Consumption
202204,Apr-22,202204,,Y52XNJ50hYb,Meru County,KE_County_12,,,4270.0,5.0,17.0,100.0,106.0,13162.0,655.0,94.0,4309.0,275.0,Consumption
202204,Apr-22,202204,,fVra3Pwta0Q,Migori County,KE_County_44,,1.0,6049.0,,39.0,239.0,739.0,204945.0,2554.0,43.0,1009.0,286.0,Consumption
202204,Apr-22,202204,,wsBsC6gjHvn,Mombasa County,KE_County_1,,3.0,2733.0,207.0,5.0,167.0,47.0,9660.0,243.0,71.0,2848.0,580.0,Consumption
202204,Apr-22,202204,,ahwTMNAJvrL,Muranga County,KE_County_21,,,1060.0,59.0,12.0,139.0,550.0,13708.0,56.0,25.0,5895.0,967.0,Consumption
202204,Apr-22,202204,,jkG3zaihdSs,Nairobi County,KE_County_47,,25.0,10492.0,278.0,24.0,1385.0,497.0,346864.0,7134.0,249.0,20580.0,2871.0,Consumption
202204,Apr-22,202204,,ob6SxuRcqU4,Nakuru County,KE_County_32,,10.0,7004.0,94.0,35.0,680.0,582.0,94343.0,1170.0,316.0,12635.0,3202.0,Consumption
202205,May-22,202205,,vvOK1BxTbet,Baringo County,KE_County_30,,,1725.0,12.0,2.0,41.0,758.0,29655.0,1.0,43.0,1699.0,571.0,Consumption
202205,May-22,202205,,HMNARUV2CW4,Bomet County,KE_County_36,,,6550.0,30.0,,44.0,21.0,27441.0,,2.0,995.0,257.0,Consumption
202205,May-22,202205,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2.0,7016.0,31.0,10.0,112.0,82.0,128422.0,553.0,29.0,6679.0,497.0,Consumption
202205,May-22,202205,,Tvf1zgVZ0K4,Busia County,KE_County_40,,7.0,2302.0,58.0,94.0,55.0,246.0,6579.0,7.0,42.0,1216.0,441.0,Consumption
202205,May-22,202205,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,3.0,2193.0,,,14.0,3.0,746832.0,300.0,53.0,1045.0,27.0,Consumption
202205,May-22,202205,,PFu8alU2KWG,Embu County,KE_County_14,,,1595.0,3.0,6.0,94.0,10.0,8008.0,197.0,32.0,4543.0,1688.0,Consumption
202205,May-22,202205,,uyOrcHZBpW0,Garissa County,KE_County_7,,,714.0,12.0,,11.0,4.0,1495.0,,2.0,613.0,55.0,Consumption
202205,May-22,202205,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,11.0,4958.0,3.0,,73.0,242.0,56344.0,364.0,438.0,1988.0,287.0,Consumption
202205,May-22,202205,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,354.0,,,15.0,203.0,2775.0,31.0,5.0,426.0,99.0,Consumption
202205,May-22,202205,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,1.0,4766.0,19.0,,172.0,53.0,26167.0,222.0,83.0,3178.0,539.0,Consumption
202205,May-22,202205,,BjC1xL40gHo,Kakamega County,KE_County_37,,7.0,12524.0,11.0,557.0,138.0,231.0,113538.0,191.0,32.0,5063.0,136.0,Consumption
202205,May-22,202205,,ihZsJ8alvtb,Kericho County,KE_County_35,,,373.0,,145.0,66.0,108.0,9699.0,78.0,4.0,2508.0,510.0,Consumption
202205,May-22,202205,,qKzosKQPl6G,Kiambu County,KE_County_22,,2.0,8527.0,93.0,,650.0,107.0,28478.0,128.0,747.0,8982.0,3515.0,Consumption
202205,May-22,202205,,nrI2khZx3d0,Kilifi County,KE_County_3,,1.0,6288.0,14.0,91.0,127.0,76.0,47961.0,146.0,28.0,5074.0,772.0,Consumption
202205,May-22,202205,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4619.0,,2.0,171.0,18.0,11352.0,1516.0,12.0,7319.0,1108.0,Consumption
202205,May-22,202205,,sPkRcDvhGWA,Kisii County,KE_County_45,,,374.0,,2721.0,141.0,435.0,75235.0,1297.0,31.0,929.0,199.0,Consumption
202205,May-22,202205,,tAbBVBbueqD,Kisumu County,KE_County_42,,2.0,5267.0,,12.0,187.0,83.0,47026.0,128.0,17.0,2883.0,442.0,Consumption
202205,May-22,202205,,j8o6iO4Njsi,Kitui County,KE_County_15,,,7904.0,4.0,,90.0,73.0,16202.0,25.0,41.0,3647.0,738.0,Consumption
202205,May-22,202205,,N7YETT3A9r1,Kwale County,KE_County_2,,,5218.0,1.0,,25.0,257.0,18030.0,144.0,,3402.0,491.0,Consumption
202205,May-22,202205,,xuFdFy6t9AH,Laikipia County,KE_County_31,,101.0,4603.0,21.0,,382.0,157.0,96284.0,,6.0,2822.0,72.0,Consumption
202205,May-22,202205,,NjWSbQTwys4,Lamu County,KE_County_5,,,1313.0,,,4.0,13.0,2911.0,,5.0,1934.0,126.0,Consumption
202205,May-22,202205,,yhCUgGcCcOo,Machakos County,KE_County_16,,1.0,9891.0,,,110.0,134.0,29556.0,209.0,60.0,7753.0,998.0,Consumption
202205,May-22,202205,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,6921.0,,3.0,98.0,19.0,8973.0,317.0,21.0,6696.0,154.0,Consumption
202205,May-22,202205,,R6f9znhg37c,Mandera County,KE_County_9,,,146.0,,,,1.0,5747.0,,,355.0,64.0,Consumption
202205,May-22,202205,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,302.0,1.0,,,26.0,1958.0,,,418.0,117.0,Consumption
202205,May-22,202205,,JsH2bnvNt2d,Tana River County,KE_County_4,,,1202.0,,,19.0,6.0,5186.0,,,352.0,42.0,Consumption
202205,May-22,202205,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1381.0,1.0,10.0,273.0,55.0,4776.0,,,675.0,206.0,Consumption
202205,May-22,202205,,CeLsrJOH0g9,Wajir County,KE_County_8,,3.0,221.0,7.0,,,1.0,7973.0,18.0,163.0,979.0,128.0,Consumption
202205,May-22,202205,,sANMZ3lpqGs,Vihiga County,KE_County_38,,3.0,3040.0,62.0,44.0,83.0,877.0,27926.0,816.0,14.0,1794.0,194.0,Consumption
202205,May-22,202205,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,2.0,6851.0,6.0,5.0,212.0,89.0,15820.0,7.0,46.0,3265.0,423.0,Consumption
202205,May-22,202205,,kphDeKClFch,Turkana County,KE_County_23,,12.0,1399.0,7.0,52.0,7.0,33.0,33672.0,566.0,14.0,420.0,558.0,Consumption
202205,May-22,202205,,mThvosEflAU,Trans Nzoia County,KE_County_26,,2.0,6268.0,5.0,,135.0,68.0,37926.0,630.0,47.0,1999.0,312.0,Consumption
202205,May-22,202205,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,4515.0,25.0,,59.0,46.0,34196.0,253.0,12.0,2542.0,174.0,Consumption
202205,May-22,202205,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,3117.0,,,41.0,28.0,27007.0,8.0,183.0,1009.0,92.0,Consumption
202205,May-22,202205,,u4t9H8XyU9P,Siaya County,KE_County_41,,,5079.0,13.0,9.0,74.0,74.0,29710.0,60.0,20.0,1019.0,129.0,Consumption
202205,May-22,202205,,o36zCRjSd4G,Samburu County,KE_County_25,,1.0,766.0,52.0,,8.0,325.0,72321.0,8.0,16.0,554.0,43.0,Consumption
202205,May-22,202205,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,3653.0,28.0,5.0,172.0,43.0,28306.0,75.0,99.0,2077.0,187.0,Consumption
202205,May-22,202205,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,1842.0,31.0,298.0,178.0,25.0,10667.0,165.0,671.0,2058.0,330.0,Consumption
202205,May-22,202205,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1006.0,8864.0,14.0,3.0,235.0,295.0,59565.0,1157.0,22.0,2110.0,418.0,Consumption
202205,May-22,202205,,kqJ83J2D72s,Narok County,KE_County_33,,,1111.0,1.0,,47.0,1490.0,13232.0,85.0,27.0,1430.0,334.0,Consumption
202205,May-22,202205,,t0J75eHKxz5,Nandi County,KE_County_29,,,10710.0,,,56.0,587.0,38930.0,156.0,13.0,2326.0,199.0,Consumption
202205,May-22,202205,,Y52XNJ50hYb,Meru County,KE_County_12,,,5243.0,69.0,6.0,160.0,176.0,18171.0,871.0,95.0,3783.0,498.0,Consumption
202205,May-22,202205,,fVra3Pwta0Q,Migori County,KE_County_44,,31.0,6562.0,7.0,71.0,305.0,738.0,225661.0,4011.0,76.0,913.0,373.0,Consumption
202205,May-22,202205,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1.0,2141.0,292.0,,255.0,31.0,21850.0,139.0,82.0,3900.0,747.0,Consumption
202205,May-22,202205,,ahwTMNAJvrL,Muranga County,KE_County_21,,,1161.0,47.0,6.0,151.0,738.0,6368.0,2.0,36.0,6941.0,840.0,Consumption
202205,May-22,202205,,jkG3zaihdSs,Nairobi County,KE_County_47,,29.0,8920.0,292.0,20.0,1465.0,602.0,61695.0,958.0,192.0,22834.0,2783.0,Consumption
202205,May-22,202205,,ob6SxuRcqU4,Nakuru County,KE_County_32,,26.0,7728.0,253.0,3.0,585.0,963.0,43377.0,829.0,417.0,9521.0,2454.0,Consumption
202206,Jun-22,202206,,vvOK1BxTbet,Baringo County,KE_County_30,,2.0,1987.0,1.0,2.0,41.0,693.0,19782.0,3.0,96.0,1283.0,496.0,Consumption
202206,Jun-22,202206,,HMNARUV2CW4,Bomet County,KE_County_36,,,6232.0,3.0,,46.0,30.0,24456.0,,,1085.0,165.0,Consumption
202206,Jun-22,202206,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,1.0,11852.0,,,150.0,26.0,124835.0,860.0,21.0,5629.0,786.0,Consumption
202206,Jun-22,202206,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1.0,2470.0,1.0,4.0,90.0,180.0,7439.0,15.0,32.0,1352.0,222.0,Consumption
202206,Jun-22,202206,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,7.0,2839.0,7.0,,5.0,39.0,26424.0,86.0,180.0,1011.0,44.0,Consumption
202206,Jun-22,202206,,PFu8alU2KWG,Embu County,KE_County_14,,,1137.0,47.0,2.0,54.0,,5852.0,20.0,25.0,2141.0,1756.0,Consumption
202206,Jun-22,202206,,uyOrcHZBpW0,Garissa County,KE_County_7,,4.0,591.0,,1.0,15.0,7.0,2672.0,,10.0,426.0,63.0,Consumption
202206,Jun-22,202206,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2.0,6598.0,13.0,105.0,95.0,246.0,69814.0,191.0,4.0,2811.0,511.0,Consumption
202206,Jun-22,202206,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,246.0,,,10.0,296.0,4732.0,29.0,,430.0,51.0,Consumption
