periodname,periodid,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Cycle Beads,DMPA-IM,DMPA-SC,Hormonal IUCD,Non-Hormonal IUCD,Implanon,Male Condoms,Female Condoms,EC Pills,COCs,POPs,Type
2023-09-30,9508523,9508523,0.0,vvOK1BxTbetHMNARUV2CW4KGHhQ5GLd4kTvf1zgVZ0K4MqnLxQBigG0PFu8alU2KWGuyOrcHZBpW0nK0A12Q7MvSbzOfj0iwfDHHsk1YV8kHkTBjC1xL40gHoihZsJ8alvtbqKzosKQPl6GnrI2khZx3d0Ulj33KBau7Vo36zCRjSd4GptWVfaCIdVxuepLTG8wGWJkqJ83J2D72st0J75eHKxz5mYZacFNIB3hob6SxuRcqU4jkG3zaihdSsahwTMNAJvrLwsBsC6gjHvnfVra3Pwta0QY52XNJ50hYbEey8fT4Im3yR6f9znhg37cBoDytkJQ4QiyhCUgGcCcOou4t9H8XyU9PQyGNX2DpR4hJsH2bnvNt2dT4urHM47nlmmThvosEflAUkphDeKClFchpZqQRRW7PHPsANMZ3lpqGsCeLsrJOH0g9XWALbfAPa6nsPkRcDvhGWAtAbBVBbueqDj8o6iO4NjsiN7YETT3A9r1xuFdFy6t9AHNjWSbQTwys4,Baringo CountyBomet CountyBungoma CountyBusia CountyElgeyo Marakwet CountyEmbu CountyGarissa CountyHoma Bay CountyIsiolo CountyKajiado CountyKakamega CountyKericho CountyKiambu CountyKilifi CountyKirinyaga CountySamburu CountyNyeri CountyNyamira CountyNarok CountyNandi CountyNyandarua CountyNakuru CountyNairobi CountyMuranga CountyMombasa CountyMigori CountyMeru CountyMarsabit CountyMandera CountyMakueni CountyMachakos CountySiaya CountyTaita Taveta CountyTana River CountyTharaka Nithi CountyTrans Nzoia CountyTurkana CountyUasin Gishu CountyVihiga CountyWajir CountyWest Pokot CountyKisii CountyKisumu CountyKitui CountyKwale CountyLaikipia CountyLamu County,KE_County_30KE_County_36KE_County_39KE_County_40KE_County_28KE_County_14KE_County_7KE_County_43KE_County_11KE_County_34KE_County_37KE_County_35KE_County_22KE_County_3KE_County_20KE_County_25KE_County_19KE_County_46KE_County_33KE_County_29KE_County_18KE_County_32KE_County_47KE_County_21KE_County_1KE_County_44KE_County_12KE_County_10KE_County_9KE_County_17KE_County_16KE_County_41KE_County_6KE_County_4KE_County_13KE_County_26KE_County_23KE_County_27KE_County_38KE_County_8KE_County_24KE_County_45KE_County_42KE_County_15KE_County_2KE_County_31KE_County_5,0.0,694.0,214819.0,31797.0,1242.0,7332.0,32900.0,57918.0,5248.0,8848.0,56096.0,21049.3,ServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceService
2023-10-31,9508570,9508570,0.0,vvOK1BxTbetHMNARUV2CW4KGHhQ5GLd4kTvf1zgVZ0K4MqnLxQBigG0PFu8alU2KWGuyOrcHZBpW0nK0A12Q7MvSbzOfj0iwfDHHsk1YV8kHkTBjC1xL40gHoihZsJ8alvtbqKzosKQPl6GnrI2khZx3d0Ulj33KBau7Vo36zCRjSd4GptWVfaCIdVxuepLTG8wGWJkqJ83J2D72st0J75eHKxz5mYZacFNIB3hob6SxuRcqU4jkG3zaihdSsahwTMNAJvrLwsBsC6gjHvnfVra3Pwta0QY52XNJ50hYbEey8fT4Im3yR6f9znhg37cBoDytkJQ4QiyhCUgGcCcOou4t9H8XyU9PQyGNX2DpR4hJsH2bnvNt2dT4urHM47nlmmThvosEflAUkphDeKClFchpZqQRRW7PHPsANMZ3lpqGsCeLsrJOH0g9XWALbfAPa6nsPkRcDvhGWAtAbBVBbueqDj8o6iO4NjsiN7YETT3A9r1xuFdFy6t9AHNjWSbQTwys4,Baringo CountyBomet CountyBungoma CountyBusia CountyElgeyo Marakwet CountyEmbu CountyGarissa CountyHoma Bay CountyIsiolo CountyKajiado CountyKakamega CountyKericho CountyKiambu CountyKilifi CountyKirinyaga CountySamburu CountyNyeri CountyNyamira CountyNarok CountyNandi CountyNyandarua CountyNakuru CountyNairobi CountyMuranga CountyMombasa CountyMigori CountyMeru CountyMarsabit CountyMandera CountyMakueni CountyMachakos CountySiaya CountyTaita Taveta CountyTana River CountyTharaka Nithi CountyTrans Nzoia CountyTurkana CountyUasin Gishu CountyVihiga CountyWajir CountyWest Pokot CountyKisii CountyKisumu CountyKitui CountyKwale CountyLaikipia CountyLamu County,KE_County_30KE_County_36KE_County_39KE_County_40KE_County_28KE_County_14KE_County_7KE_County_43KE_County_11KE_County_34KE_County_37KE_County_35KE_County_22KE_County_3KE_County_20KE_County_25KE_County_19KE_County_46KE_County_33KE_County_29KE_County_18KE_County_32KE_County_47KE_County_21KE_County_1KE_County_44KE_County_12KE_County_10KE_County_9KE_County_17KE_County_16KE_County_41KE_County_6KE_County_4KE_County_13KE_County_26KE_County_23KE_County_27KE_County_38KE_County_8KE_County_24KE_County_45KE_County_42KE_County_15KE_County_2KE_County_31KE_County_5,0.0,306.0,201767.0,35233.0,1462.0,6995.0,29966.0,58393.0,1612.0,8645.0,50433.0,20682.0,ServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceService
2023-11-30,9508617,9508617,0.0,vvOK1BxTbetHMNARUV2CW4KGHhQ5GLd4kTvf1zgVZ0K4MqnLxQBigG0PFu8alU2KWGuyOrcHZBpW0nK0A12Q7MvSbzOfj0iwfDHHsk1YV8kHkTBjC1xL40gHoihZsJ8alvtbqKzosKQPl6GnrI2khZx3d0Ulj33KBau7Vo36zCRjSd4GptWVfaCIdVxuepLTG8wGWJkqJ83J2D72st0J75eHKxz5mYZacFNIB3hob6SxuRcqU4jkG3zaihdSsahwTMNAJvrLwsBsC6gjHvnfVra3Pwta0QY52XNJ50hYbEey8fT4Im3yR6f9znhg37cBoDytkJQ4QiyhCUgGcCcOou4t9H8XyU9PQyGNX2DpR4hJsH2bnvNt2dT4urHM47nlmmThvosEflAUkphDeKClFchpZqQRRW7PHPsANMZ3lpqGsCeLsrJOH0g9XWALbfAPa6nsPkRcDvhGWAtAbBVBbueqDj8o6iO4NjsiN7YETT3A9r1xuFdFy6t9AHNjWSbQTwys4,Baringo CountyBomet CountyBungoma CountyBusia CountyElgeyo Marakwet CountyEmbu CountyGarissa CountyHoma Bay CountyIsiolo CountyKajiado CountyKakamega CountyKericho CountyKiambu CountyKilifi CountyKirinyaga CountySamburu CountyNyeri CountyNyamira CountyNarok CountyNandi CountyNyandarua CountyNakuru CountyNairobi CountyMuranga CountyMombasa CountyMigori CountyMeru CountyMarsabit CountyMandera CountyMakueni CountyMachakos CountySiaya CountyTaita Taveta CountyTana River CountyTharaka Nithi CountyTrans Nzoia CountyTurkana CountyUasin Gishu CountyVihiga CountyWajir CountyWest Pokot CountyKisii CountyKisumu CountyKitui CountyKwale CountyLaikipia CountyLamu County,KE_County_30KE_County_36KE_County_39KE_County_40KE_County_28KE_County_14KE_County_7KE_County_43KE_County_11KE_County_34KE_County_37KE_County_35KE_County_22KE_County_3KE_County_20KE_County_25KE_County_19KE_County_46KE_County_33KE_County_29KE_County_18KE_County_32KE_County_47KE_County_21KE_County_1KE_County_44KE_County_12KE_County_10KE_County_9KE_County_17KE_County_16KE_County_41KE_County_6KE_County_4KE_County_13KE_County_26KE_County_23KE_County_27KE_County_38KE_County_8KE_County_24KE_County_45KE_County_42KE_County_15KE_County_2KE_County_31KE_County_5,0.0,271.0,202816.0,37370.0,1415.0,7208.0,31454.0,61457.0,3679.0,9032.0,56408.0,19117.0,ServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceService
2023-12-31,9508664,9508664,0.0,vvOK1BxTbetHMNARUV2CW4KGHhQ5GLd4kTvf1zgVZ0K4MqnLxQBigG0PFu8alU2KWGuyOrcHZBpW0nK0A12Q7MvSbzOfj0iwfDHHsk1YV8kHkTBjC1xL40gHoihZsJ8alvtbqKzosKQPl6GnrI2khZx3d0Ulj33KBau7Vo36zCRjSd4GptWVfaCIdVxuepLTG8wGWJkqJ83J2D72st0J75eHKxz5mYZacFNIB3hob6SxuRcqU4jkG3zaihdSsahwTMNAJvrLwsBsC6gjHvnfVra3Pwta0QY52XNJ50hYbEey8fT4Im3yR6f9znhg37cBoDytkJQ4QiyhCUgGcCcOou4t9H8XyU9PQyGNX2DpR4hJsH2bnvNt2dT4urHM47nlmmThvosEflAUkphDeKClFchpZqQRRW7PHPsANMZ3lpqGsCeLsrJOH0g9XWALbfAPa6nsPkRcDvhGWAtAbBVBbueqDj8o6iO4NjsiN7YETT3A9r1xuFdFy6t9AHNjWSbQTwys4,Baringo CountyBomet CountyBungoma CountyBusia CountyElgeyo Marakwet CountyEmbu CountyGarissa CountyHoma Bay CountyIsiolo CountyKajiado CountyKakamega CountyKericho CountyKiambu CountyKilifi CountyKirinyaga CountySamburu CountyNyeri CountyNyamira CountyNarok CountyNandi CountyNyandarua CountyNakuru CountyNairobi CountyMuranga CountyMombasa CountyMigori CountyMeru CountyMarsabit CountyMandera CountyMakueni CountyMachakos CountySiaya CountyTaita Taveta CountyTana River CountyTharaka Nithi CountyTrans Nzoia CountyTurkana CountyUasin Gishu CountyVihiga CountyWajir CountyWest Pokot CountyKisii CountyKisumu CountyKitui CountyKwale CountyLaikipia CountyLamu County,KE_County_30KE_County_36KE_County_39KE_County_40KE_County_28KE_County_14KE_County_7KE_County_43KE_County_11KE_County_34KE_County_37KE_County_35KE_County_22KE_County_3KE_County_20KE_County_25KE_County_19KE_County_46KE_County_33KE_County_29KE_County_18KE_County_32KE_County_47KE_County_21KE_County_1KE_County_44KE_County_12KE_County_10KE_County_9KE_County_17KE_County_16KE_County_41KE_County_6KE_County_4KE_County_13KE_County_26KE_County_23KE_County_27KE_County_38KE_County_8KE_County_24KE_County_45KE_County_42KE_County_15KE_County_2KE_County_31KE_County_5,0.0,94.0,207269.0,37961.0,1054.0,6354.0,25114.0,60290.0,1505.0,10321.0,51147.0,19803.0,ServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceService
2024-01-31,9512847,9512847,0.0,vvOK1BxTbetHMNARUV2CW4KGHhQ5GLd4kTvf1zgVZ0K4MqnLxQBigG0PFu8alU2KWGuyOrcHZBpW0nK0A12Q7MvSbzOfj0iwfDHHsk1YV8kHkTBjC1xL40gHoihZsJ8alvtbqKzosKQPl6GnrI2khZx3d0Ulj33KBau7Vo36zCRjSd4GptWVfaCIdVxuepLTG8wGWJkqJ83J2D72st0J75eHKxz5mYZacFNIB3hob6SxuRcqU4jkG3zaihdSsahwTMNAJvrLwsBsC6gjHvnfVra3Pwta0QY52XNJ50hYbEey8fT4Im3yR6f9znhg37cBoDytkJQ4QiyhCUgGcCcOou4t9H8XyU9PQyGNX2DpR4hJsH2bnvNt2dT4urHM47nlmmThvosEflAUkphDeKClFchpZqQRRW7PHPsANMZ3lpqGsCeLsrJOH0g9XWALbfAPa6nsPkRcDvhGWAtAbBVBbueqDj8o6iO4NjsiN7YETT3A9r1xuFdFy6t9AHNjWSbQTwys4,Baringo CountyBomet CountyBungoma CountyBusia CountyElgeyo Marakwet CountyEmbu CountyGarissa CountyHoma Bay CountyIsiolo CountyKajiado CountyKakamega CountyKericho CountyKiambu CountyKilifi CountyKirinyaga CountySamburu CountyNyeri CountyNyamira CountyNarok CountyNandi CountyNyandarua CountyNakuru CountyNairobi CountyMuranga CountyMombasa CountyMigori CountyMeru CountyMarsabit CountyMandera CountyMakueni CountyMachakos CountySiaya CountyTaita Taveta CountyTana River CountyTharaka Nithi CountyTrans Nzoia CountyTurkana CountyUasin Gishu CountyVihiga CountyWajir CountyWest Pokot CountyKisii CountyKisumu CountyKitui CountyKwale CountyLaikipia CountyLamu County,KE_County_30KE_County_36KE_County_39KE_County_40KE_County_28KE_County_14KE_County_7KE_County_43KE_County_11KE_County_34KE_County_37KE_County_35KE_County_22KE_County_3KE_County_20KE_County_25KE_County_19KE_County_46KE_County_33KE_County_29KE_County_18KE_County_32KE_County_47KE_County_21KE_County_1KE_County_44KE_County_12KE_County_10KE_County_9KE_County_17KE_County_16KE_County_41KE_County_6KE_County_4KE_County_13KE_County_26KE_County_23KE_County_27KE_County_38KE_County_8KE_County_24KE_County_45KE_County_42KE_County_15KE_County_2KE_County_31KE_County_5,0.0,218.0,225097.0,47566.0,1372.0,7109.0,25166.0,59518.0,2447.0,9273.0,62432.0,21359.0,ServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceService
2024-02-29,9512894,9512894,0.0,vvOK1BxTbetHMNARUV2CW4KGHhQ5GLd4kTvf1zgVZ0K4MqnLxQBigG0PFu8alU2KWGuyOrcHZBpW0nK0A12Q7MvSbzOfj0iwfDHHsk1YV8kHkTBjC1xL40gHoihZsJ8alvtbqKzosKQPl6GnrI2khZx3d0Ulj33KBau7Vo36zCRjSd4GptWVfaCIdVxuepLTG8wGWJkqJ83J2D72st0J75eHKxz5mYZacFNIB3hob6SxuRcqU4jkG3zaihdSsahwTMNAJvrLwsBsC6gjHvnfVra3Pwta0QY52XNJ50hYbEey8fT4Im3yR6f9znhg37cBoDytkJQ4QiyhCUgGcCcOou4t9H8XyU9PQyGNX2DpR4hJsH2bnvNt2dT4urHM47nlmmThvosEflAUkphDeKClFchpZqQRRW7PHPsANMZ3lpqGsCeLsrJOH0g9XWALbfAPa6nsPkRcDvhGWAtAbBVBbueqDj8o6iO4NjsiN7YETT3A9r1xuFdFy6t9AHNjWSbQTwys4,Baringo CountyBomet CountyBungoma CountyBusia CountyElgeyo Marakwet CountyEmbu CountyGarissa CountyHoma Bay CountyIsiolo CountyKajiado CountyKakamega CountyKericho CountyKiambu CountyKilifi CountyKirinyaga CountySamburu CountyNyeri CountyNyamira CountyNarok CountyNandi CountyNyandarua CountyNakuru CountyNairobi CountyMuranga CountyMombasa CountyMigori CountyMeru CountyMarsabit CountyMandera CountyMakueni CountyMachakos CountySiaya CountyTaita Taveta CountyTana River CountyTharaka Nithi CountyTrans Nzoia CountyTurkana CountyUasin Gishu CountyVihiga CountyWajir CountyWest Pokot CountyKisii CountyKisumu CountyKitui CountyKwale CountyLaikipia CountyLamu County,KE_County_30KE_County_36KE_County_39KE_County_40KE_County_28KE_County_14KE_County_7KE_County_43KE_County_11KE_County_34KE_County_37KE_County_35KE_County_22KE_County_3KE_County_20KE_County_25KE_County_19KE_County_46KE_County_33KE_County_29KE_County_18KE_County_32KE_County_47KE_County_21KE_County_1KE_County_44KE_County_12KE_County_10KE_County_9KE_County_17KE_County_16KE_County_41KE_County_6KE_County_4KE_County_13KE_County_26KE_County_23KE_County_27KE_County_38KE_County_8KE_County_24KE_County_45KE_County_42KE_County_15KE_County_2KE_County_31KE_County_5,0.0,300.0,197759.0,46882.0,1231.0,6563.0,32030.0,67215.0,2652.0,8997.0,61346.0,21551.0,ServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceService
2024-03-31,9512941,9512941,0.0,vvOK1BxTbetHMNARUV2CW4KGHhQ5GLd4kTvf1zgVZ0K4MqnLxQBigG0PFu8alU2KWGuyOrcHZBpW0nK0A12Q7MvSbzOfj0iwfDHHsk1YV8kHkTBjC1xL40gHoihZsJ8alvtbqKzosKQPl6GnrI2khZx3d0Ulj33KBau7Vo36zCRjSd4GptWVfaCIdVxuepLTG8wGWJkqJ83J2D72st0J75eHKxz5mYZacFNIB3hob6SxuRcqU4jkG3zaihdSsahwTMNAJvrLwsBsC6gjHvnfVra3Pwta0QY52XNJ50hYbEey8fT4Im3yR6f9znhg37cBoDytkJQ4QiyhCUgGcCcOou4t9H8XyU9PQyGNX2DpR4hJsH2bnvNt2dT4urHM47nlmmThvosEflAUkphDeKClFchpZqQRRW7PHPsANMZ3lpqGsCeLsrJOH0g9XWALbfAPa6nsPkRcDvhGWAtAbBVBbueqDj8o6iO4NjsiN7YETT3A9r1xuFdFy6t9AHNjWSbQTwys4,Baringo CountyBomet CountyBungoma CountyBusia CountyElgeyo Marakwet CountyEmbu CountyGarissa CountyHoma Bay CountyIsiolo CountyKajiado CountyKakamega CountyKericho CountyKiambu CountyKilifi CountyKirinyaga CountySamburu CountyNyeri CountyNyamira CountyNarok CountyNandi CountyNyandarua CountyNakuru CountyNairobi CountyMuranga CountyMombasa CountyMigori CountyMeru CountyMarsabit CountyMandera CountyMakueni CountyMachakos CountySiaya CountyTaita Taveta CountyTana River CountyTharaka Nithi CountyTrans Nzoia CountyTurkana CountyUasin Gishu CountyVihiga CountyWajir CountyWest Pokot CountyKisii CountyKisumu CountyKitui CountyKwale CountyLaikipia CountyLamu County,KE_County_30KE_County_36KE_County_39KE_County_40KE_County_28KE_County_14KE_County_7KE_County_43KE_County_11KE_County_34KE_County_37KE_County_35KE_County_22KE_County_3KE_County_20KE_County_25KE_County_19KE_County_46KE_County_33KE_County_29KE_County_18KE_County_32KE_County_47KE_County_21KE_County_1KE_County_44KE_County_12KE_County_10KE_County_9KE_County_17KE_County_16KE_County_41KE_County_6KE_County_4KE_County_13KE_County_26KE_County_23KE_County_27KE_County_38KE_County_8KE_County_24KE_County_45KE_County_42KE_County_15KE_County_2KE_County_31KE_County_5,0.0,610.0,210640.0,42069.0,1226.0,6381.0,37059.0,59464.0,1709.0,10938.0,61894.0,19926.0,ServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceService
2024-04-30,9512988,9512988,0.0,vvOK1BxTbetHMNARUV2CW4KGHhQ5GLd4kTvf1zgVZ0K4MqnLxQBigG0PFu8alU2KWGuyOrcHZBpW0nK0A12Q7MvSbzOfj0iwfDHHsk1YV8kHkTBjC1xL40gHoihZsJ8alvtbqKzosKQPl6GnrI2khZx3d0Ulj33KBau7Vo36zCRjSd4GptWVfaCIdVxuepLTG8wGWJkqJ83J2D72st0J75eHKxz5mYZacFNIB3hob6SxuRcqU4jkG3zaihdSsahwTMNAJvrLwsBsC6gjHvnfVra3Pwta0QY52XNJ50hYbEey8fT4Im3yR6f9znhg37cBoDytkJQ4QiyhCUgGcCcOou4t9H8XyU9PQyGNX2DpR4hJsH2bnvNt2dT4urHM47nlmmThvosEflAUkphDeKClFchpZqQRRW7PHPsANMZ3lpqGsCeLsrJOH0g9XWALbfAPa6nsPkRcDvhGWAtAbBVBbueqDj8o6iO4NjsiN7YETT3A9r1xuFdFy6t9AHNjWSbQTwys4,Baringo CountyBomet CountyBungoma CountyBusia CountyElgeyo Marakwet CountyEmbu CountyGarissa CountyHoma Bay CountyIsiolo CountyKajiado CountyKakamega CountyKericho CountyKiambu CountyKilifi CountyKirinyaga CountySamburu CountyNyeri CountyNyamira CountyNarok CountyNandi CountyNyandarua CountyNakuru CountyNairobi CountyMuranga CountyMombasa CountyMigori CountyMeru CountyMarsabit CountyMandera CountyMakueni CountyMachakos CountySiaya CountyTaita Taveta CountyTana River CountyTharaka Nithi CountyTrans Nzoia CountyTurkana CountyUasin Gishu CountyVihiga CountyWajir CountyWest Pokot CountyKisii CountyKisumu CountyKitui CountyKwale CountyLaikipia CountyLamu County,KE_County_30KE_County_36KE_County_39KE_County_40KE_County_28KE_County_14KE_County_7KE_County_43KE_County_11KE_County_34KE_County_37KE_County_35KE_County_22KE_County_3KE_County_20KE_County_25KE_County_19KE_County_46KE_County_33KE_County_29KE_County_18KE_County_32KE_County_47KE_County_21KE_County_1KE_County_44KE_County_12KE_County_10KE_County_9KE_County_17KE_County_16KE_County_41KE_County_6KE_County_4KE_County_13KE_County_26KE_County_23KE_County_27KE_County_38KE_County_8KE_County_24KE_County_45KE_County_42KE_County_15KE_County_2KE_County_31KE_County_5,0.0,163.0,208069.0,43555.0,1276.0,6039.0,38160.0,64017.0,2200.0,10663.0,62740.9,19917.0,ServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceService
2024-05-31,9513035,9513035,0.0,vvOK1BxTbetHMNARUV2CW4KGHhQ5GLd4kTvf1zgVZ0K4MqnLxQBigG0PFu8alU2KWGuyOrcHZBpW0nK0A12Q7MvSbzOfj0iwfDHHsk1YV8kHkTBjC1xL40gHoihZsJ8alvtbqKzosKQPl6GnrI2khZx3d0Ulj33KBau7Vo36zCRjSd4GptWVfaCIdVxuepLTG8wGWJkqJ83J2D72st0J75eHKxz5mYZacFNIB3hob6SxuRcqU4jkG3zaihdSsahwTMNAJvrLwsBsC6gjHvnfVra3Pwta0QY52XNJ50hYbEey8fT4Im3yR6f9znhg37cBoDytkJQ4QiyhCUgGcCcOou4t9H8XyU9PQyGNX2DpR4hJsH2bnvNt2dT4urHM47nlmmThvosEflAUkphDeKClFchpZqQRRW7PHPsANMZ3lpqGsCeLsrJOH0g9XWALbfAPa6nsPkRcDvhGWAtAbBVBbueqDj8o6iO4NjsiN7YETT3A9r1xuFdFy6t9AHNjWSbQTwys4,Baringo CountyBomet CountyBungoma CountyBusia CountyElgeyo Marakwet CountyEmbu CountyGarissa CountyHoma Bay CountyIsiolo CountyKajiado CountyKakamega CountyKericho CountyKiambu CountyKilifi CountyKirinyaga CountySamburu CountyNyeri CountyNyamira CountyNarok CountyNandi CountyNyandarua CountyNakuru CountyNairobi CountyMuranga CountyMombasa CountyMigori CountyMeru CountyMarsabit CountyMandera CountyMakueni CountyMachakos CountySiaya CountyTaita Taveta CountyTana River CountyTharaka Nithi CountyTrans Nzoia CountyTurkana CountyUasin Gishu CountyVihiga CountyWajir CountyWest Pokot CountyKisii CountyKisumu CountyKitui CountyKwale CountyLaikipia CountyLamu County,KE_County_30KE_County_36KE_County_39KE_County_40KE_County_28KE_County_14KE_County_7KE_County_43KE_County_11KE_County_34KE_County_37KE_County_35KE_County_22KE_County_3KE_County_20KE_County_25KE_County_19KE_County_46KE_County_33KE_County_29KE_County_18KE_County_32KE_County_47KE_County_21KE_County_1KE_County_44KE_County_12KE_County_10KE_County_9KE_County_17KE_County_16KE_County_41KE_County_6KE_County_4KE_County_13KE_County_26KE_County_23KE_County_27KE_County_38KE_County_8KE_County_24KE_County_45KE_County_42KE_County_15KE_County_2KE_County_31KE_County_5,0.0,141.0,227372.0,47551.0,1450.0,7404.0,38115.0,49935.0,1084.0,10029.0,70283.0,20682.0,ServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceService
2024-06-30,9513082,9513082,0.0,vvOK1BxTbetHMNARUV2CW4KGHhQ5GLd4kTvf1zgVZ0K4MqnLxQBigG0PFu8alU2KWGuyOrcHZBpW0nK0A12Q7MvSbzOfj0iwfDHHsk1YV8kHkTBjC1xL40gHoihZsJ8alvtbqKzosKQPl6GnrI2khZx3d0Ulj33KBau7Vo36zCRjSd4GptWVfaCIdVxuepLTG8wGWJkqJ83J2D72st0J75eHKxz5mYZacFNIB3hob6SxuRcqU4jkG3zaihdSsahwTMNAJvrLwsBsC6gjHvnfVra3Pwta0QY52XNJ50hYbEey8fT4Im3yR6f9znhg37cBoDytkJQ4QiyhCUgGcCcOou4t9H8XyU9PQyGNX2DpR4hJsH2bnvNt2dT4urHM47nlmmThvosEflAUkphDeKClFchpZqQRRW7PHPsANMZ3lpqGsCeLsrJOH0g9XWALbfAPa6nsPkRcDvhGWAtAbBVBbueqDj8o6iO4NjsiN7YETT3A9r1xuFdFy6t9AHNjWSbQTwys4,Baringo CountyBomet CountyBungoma CountyBusia CountyElgeyo Marakwet CountyEmbu CountyGarissa CountyHoma Bay CountyIsiolo CountyKajiado CountyKakamega CountyKericho CountyKiambu CountyKilifi CountyKirinyaga CountySamburu CountyNyeri CountyNyamira CountyNarok CountyNandi CountyNyandarua CountyNakuru CountyNairobi CountyMuranga CountyMombasa CountyMigori CountyMeru CountyMarsabit CountyMandera CountyMakueni CountyMachakos CountySiaya CountyTaita Taveta CountyTana River CountyTharaka Nithi CountyTrans Nzoia CountyTurkana CountyUasin Gishu CountyVihiga CountyWajir CountyWest Pokot CountyKisii CountyKisumu CountyKitui CountyKwale CountyLaikipia CountyLamu County,KE_County_30KE_County_36KE_County_39KE_County_40KE_County_28KE_County_14KE_County_7KE_County_43KE_County_11KE_County_34KE_County_37KE_County_35KE_County_22KE_County_3KE_County_20KE_County_25KE_County_19KE_County_46KE_County_33KE_County_29KE_County_18KE_County_32KE_County_47KE_County_21KE_County_1KE_County_44KE_County_12KE_County_10KE_County_9KE_County_17KE_County_16KE_County_41KE_County_6KE_County_4KE_County_13KE_County_26KE_County_23KE_County_27KE_County_38KE_County_8KE_County_24KE_County_45KE_County_42KE_County_15KE_County_2KE_County_31KE_County_5,0.0,117.0,213358.0,46957.0,1275.0,6251.0,35590.0,53241.0,2851.0,10734.0,65711.0,18737.0,ServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceServiceService
