periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 747A_Cycle Beads Dispensed,MOH 747A_DMPA-IM Dispensed,MOH 747A_DMPA-SC Dispensed,MOH 747A_Emergency Contraceptive pills Dispensed,MOH 747A_Female Condoms Dispensed,MOH 747A_Hormonal IUCD Dispensed,MOH 747A_Implant (2-Rod) – LNG 75mg (5 years) Dispensed,MOH 747A_Implants (1-Rod) – ENG 68mg Dispensed,MOH 747A_Implants (2-Rod) - LNG 75mg (3 years) Dispensed,MOH 747A_Male Condoms Dispensed,MOH 747A_Non-Hormonal IUCD Dispensed,MOH 747A_Others Dispensed,MOH 747A_Progestin only pills Dispensed,MOH 747A_Combined Oral contraceptive Pills Dispensed
202001,Jan-20,202001,,vvOK1BxTbet,Baringo County,KE_County_30,,,2587,,183,109,,349,148,,31398,273,,605,1310
202001,Jan-20,202001,,HMNARUV2CW4,Bomet County,KE_County_36,,,6013,,28,20,,389,793,,23073,19,,238,1605
202001,Jan-20,202001,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,9,10182,,125,4348,,2236,623,,266275,85,,378,2262
202001,Jan-20,202001,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,4207,,12,5,,647,245,,44441,116,,225,1313
202001,Jan-20,202001,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,2,1638,,65,107,,263,246,,24707,7,,80,316
202001,Jan-20,202001,,PFu8alU2KWG,Embu County,KE_County_14,,,4724,,17,1084,,621,118,,32485,407,,721,4085
202001,Jan-20,202001,,uyOrcHZBpW0,Garissa County,KE_County_7,,,296,,2,,,19,40,,180,10,,59,142
202001,Jan-20,202001,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,6,7628,,61,860,,1461,601,,71289,1274,4,260,1457
202001,Jan-20,202001,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,623,,7,50,,25,103,,12019,4,,23,119
202001,Jan-20,202001,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,1,6804,,68,157,,919,515,,28496,269,,556,2364
202001,Jan-20,202001,,BjC1xL40gHo,Kakamega County,KE_County_37,,4,7864,,205,1346,,2196,558,,83000,616,34,568,4098
202001,Jan-20,202001,,ihZsJ8alvtb,Kericho County,KE_County_35,,,3073,,22,535,,373,142,,31763,34,,129,235
202001,Jan-20,202001,,qKzosKQPl6G,Kiambu County,KE_County_22,,11,5898,,433,367,,1534,368,,40215,1127,11,1890,5919
202001,Jan-20,202001,,nrI2khZx3d0,Kilifi County,KE_County_3,,1,11441,,110,374,,1440,1237,,74109,331,27,370,3615
202001,Jan-20,202001,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,9,3778,,75,442,,553,30,,15568,297,,1460,7639
202001,Jan-20,202001,,sPkRcDvhGWA,Kisii County,KE_County_45,,6,3806,,129,990,,1282,806,,92087,461,69,142,1911
202001,Jan-20,202001,,tAbBVBbueqD,Kisumu County,KE_County_42,,,5753,,363,154,,1192,1159,,64081,260,2,500,2297
202001,Jan-20,202001,,j8o6iO4Njsi,Kitui County,KE_County_15,,1,9733,,82,1028,,997,1150,,20452,42,10,262,2702
202001,Jan-20,202001,,N7YETT3A9r1,Kwale County,KE_County_2,,4,6071,,15,46,,178,359,,17807,15,,786,1056
202001,Jan-20,202001,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,2919,,11,1202,,254,166,,37381,76,,735,3577
202001,Jan-20,202001,,NjWSbQTwys4,Lamu County,KE_County_5,,,1273,,8,89,,80,69,,3251,4,,22,379
202001,Jan-20,202001,,yhCUgGcCcOo,Machakos County,KE_County_16,,2,7953,,65,86,,653,172,,49998,88,69,859,5412
202001,Jan-20,202001,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2,8283,,48,564,,372,1478,,42487,56,,137,2029
202001,Jan-20,202001,,R6f9znhg37c,Mandera County,KE_County_9,,2,130,,31,,,,18,,481,,,38,292
202001,Jan-20,202001,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,227,,21,54,,74,36,,10406,,,15,602
202001,Jan-20,202001,,JsH2bnvNt2d,Tana River County,KE_County_4,,,842,,,,,90,66,,6645,9,,38,153
202001,Jan-20,202001,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1216,,2,300,,77,45,,2316,,,20,226
202001,Jan-20,202001,,CeLsrJOH0g9,Wajir County,KE_County_8,,,359,,1,,,80,48,,2809,,,23,743
202001,Jan-20,202001,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2167,,8,1,,619,230,,51374,104,1,106,787
202001,Jan-20,202001,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,11220,6690,,29,122,,1104,707,,60373,386,,719,4385
202001,Jan-20,202001,,kphDeKClFch,Turkana County,KE_County_23,,18,1292,,66,136,,134,10671,,18645,4,,67,742
202001,Jan-20,202001,,mThvosEflAU,Trans Nzoia County,KE_County_26,,17,4161,,31,266,,1236,57,,58948,224,10,206,2212
202001,Jan-20,202001,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,3534,,19,129,,226,72,,30595,87,,330,2501
202001,Jan-20,202001,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,2,1673,,25,,,124,3,,15337,13,,77,1044
202001,Jan-20,202001,,u4t9H8XyU9P,Siaya County,KE_County_41,,1,5782,,234,729,,1346,933,,69112,367,,386,1336
202001,Jan-20,202001,,o36zCRjSd4G,Samburu County,KE_County_25,,1,1180,,14,110,,120,60,,679,3,,48,244
202001,Jan-20,202001,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,4382,,100,238,,450,167,,38681,322,4,1384,5703
202001,Jan-20,202001,,mYZacFNIB3h,Nyandarua County,KE_County_18,,4,3980,,23,21,,153,341,,19999,126,,822,2976
202001,Jan-20,202001,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,4150,,47,748,,431,1155,,90543,117,22,145,1554
202001,Jan-20,202001,,kqJ83J2D72s,Narok County,KE_County_33,,,4483,,55,87,,472,547,,30159,52,4,149,760
202001,Jan-20,202001,,t0J75eHKxz5,Nandi County,KE_County_29,,10,6564,,74,942,,762,307,,83127,179,1,135,9127
202001,Jan-20,202001,,Y52XNJ50hYb,Meru County,KE_County_12,,4,5560,,133,1045,,882,590,,51212,291,1,352,3186
202001,Jan-20,202001,,fVra3Pwta0Q,Migori County,KE_County_44,,32,3149,,97,1508,,2346,3479,,143634,990,12,30,1098
202001,Jan-20,202001,,wsBsC6gjHvn,Mombasa County,KE_County_1,,4,4718,,56,113,,993,182,,9802,234,19,416,2235
202001,Jan-20,202001,,ahwTMNAJvrL,Muranga County,KE_County_21,,,3220,,63,9,,602,93,,8004,130,1,787,4194
202001,Jan-20,202001,,jkG3zaihdSs,Nairobi County,KE_County_47,,20,21062,,255,6529,,3278,1239,,271569,7164,,4569,14710
202001,Jan-20,202001,,ob6SxuRcqU4,Nakuru County,KE_County_32,,20,12926,,683,2081,,2296,489,,399405,900,12,2393,6861
202002,Feb-20,202002,,vvOK1BxTbet,Baringo County,KE_County_30,,577,2133,,99,23,,386,99,,30432,65,,245,898
202002,Feb-20,202002,,HMNARUV2CW4,Bomet County,KE_County_36,,,4573,,17,1005,,333,816,,18568,509,,192,1575
202002,Feb-20,202002,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,1,9874,,152,1076,,2110,432,,159235,96,,873,2223
202002,Feb-20,202002,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,3813,,11,125,,941,462,,41816,1959,,277,1580
202002,Feb-20,202002,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,729,,18,42,,227,250,,12840,7,,32,454
202002,Feb-20,202002,,PFu8alU2KWG,Embu County,KE_County_14,,,3820,,36,45,,592,24,,41699,238,,908,3502
202002,Feb-20,202002,,uyOrcHZBpW0,Garissa County,KE_County_7,,6,300,,,,,23,75,,929,6,,188,283
202002,Feb-20,202002,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,5,7288,,56,981,,1523,629,,73113,202,,221,4412.5
202002,Feb-20,202002,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,452,,16,250,,63,83,,16146,,,10,727
202002,Feb-20,202002,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2,6329,,143,237,,960,421,,21446,346,,488,2069
202002,Feb-20,202002,,BjC1xL40gHo,Kakamega County,KE_County_37,,6,8202,,146,232,,2586,707,,83793,380,594,446,5786
202002,Feb-20,202002,,ihZsJ8alvtb,Kericho County,KE_County_35,,,2601,,,145,,327,314,,22427,2273,,119,173
202002,Feb-20,202002,,qKzosKQPl6G,Kiambu County,KE_County_22,,423,6640,,425,1641,,1768,471,,37487,801,13,3236,6356
202002,Feb-20,202002,,nrI2khZx3d0,Kilifi County,KE_County_3,,2,9649,,82,536,,1275,982,,69483,131,4,422,3087
202002,Feb-20,202002,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,2888,,55,2258,,482,12,,9239,148,,1150,5957
202002,Feb-20,202002,,sPkRcDvhGWA,Kisii County,KE_County_45,,,5578,,146,2472,,1362,687,,61088,679,88,191,1419
202002,Feb-20,202002,,tAbBVBbueqD,Kisumu County,KE_County_42,,,6368,,66,460,,1024,840,,85167,222,2,252,1507
202002,Feb-20,202002,,j8o6iO4Njsi,Kitui County,KE_County_15,,,8037,,98,17,,868,881,,23545,47,,252,3508
202002,Feb-20,202002,,N7YETT3A9r1,Kwale County,KE_County_2,,1,4866,,10,101,,258,414,,40705,21,,97,1013
202002,Feb-20,202002,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,1857,,15,1161,,254,172,,78617,116,,605,2184
202002,Feb-20,202002,,NjWSbQTwys4,Lamu County,KE_County_5,,,863,,18,27,,106,28,,2920,8,,35,368
202002,Feb-20,202002,,yhCUgGcCcOo,Machakos County,KE_County_16,,3,8477,,59,303,,662,275,,27863,81,130,900,5335
202002,Feb-20,202002,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2,7427,,48,247,,315,971,,35090,783,,68,1406
202002,Feb-20,202002,,R6f9znhg37c,Mandera County,KE_County_9,,52,86,,25,,,7,26,,279,,,117,320
202002,Feb-20,202002,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,252,,8,225,,55,36,,8355,7,,6,263
202002,Feb-20,202002,,JsH2bnvNt2d,Tana River County,KE_County_4,,2,586,,1,,,68,171,,9500,13,2,39,400
202002,Feb-20,202002,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1179,,,5,,200,30,,1261,8,,27,553
202002,Feb-20,202002,,CeLsrJOH0g9,Wajir County,KE_County_8,,1,336,,,,,30,18,,3165,1,,37,253
202002,Feb-20,202002,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,1388,,7,,,622,95.3,,23417.5,98,,96,306
202002,Feb-20,202002,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,47,6933,,1341,1528,,1135,396,,77089,318,,699,3690
202002,Feb-20,202002,,kphDeKClFch,Turkana County,KE_County_23,,7,1334,,150,640,,65,292,,17068,726,,54,444
202002,Feb-20,202002,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,28161,,26,198,,1547,137,,67985,65,39,378,3742
202002,Feb-20,202002,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,2963,,37,1050,,343,51,,29015,105,,150,1568
202002,Feb-20,202002,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,1,1905,,9,1584,,190,26,,4757,370,,57,890
202002,Feb-20,202002,,u4t9H8XyU9P,Siaya County,KE_County_41,,1,4299,,70,775,,1369,665,,90260,789,,54,1985
202002,Feb-20,202002,,o36zCRjSd4G,Samburu County,KE_County_25,,1,916,,5,16,,96,108,,2429,12,,162,299
202002,Feb-20,202002,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,3779,,110,167,,341,303,,31564,200,4,1073,5120
202002,Feb-20,202002,,mYZacFNIB3h,Nyandarua County,KE_County_18,,6,3114,,22,115,,128,301,,12875,3427,,664,2465
202002,Feb-20,202002,,uepLTG8wGWJ,Nyamira County,KE_County_46,,2,4643,,79,418,,454,1238,,89914,137,,205,1756
202002,Feb-20,202002,,kqJ83J2D72s,Narok County,KE_County_33,,,4243,,240,4,,615,589,,39178,35,,118,473
202002,Feb-20,202002,,t0J75eHKxz5,Nandi County,KE_County_29,,,5269,,278,1308,,739,399,,154231,36,,107,1456
202002,Feb-20,202002,,Y52XNJ50hYb,Meru County,KE_County_12,,19,6358,,153,1692,,834,546,,75923,116,,869,4377
202002,Feb-20,202002,,fVra3Pwta0Q,Migori County,KE_County_44,,18,4746,,361,907,,2097,3254,,134123,1427,11,116,1712
202002,Feb-20,202002,,wsBsC6gjHvn,Mombasa County,KE_County_1,,5,4986,,33,456,,936,288,,26779,239,4,382,2609
202002,Feb-20,202002,,ahwTMNAJvrL,Muranga County,KE_County_21,,1,2757,,74,559,,730,89,,6078,151,1,641,4442
202002,Feb-20,202002,,jkG3zaihdSs,Nairobi County,KE_County_47,,162,18081,,297,38555,,2652,2378,,472292,3218,,4543,13357
202002,Feb-20,202002,,ob6SxuRcqU4,Nakuru County,KE_County_32,,9,12489,,326,1350,,2245,769,,419356,7734,,2420,6067
202003,Mar-20,202003,,vvOK1BxTbet,Baringo County,KE_County_30,,1,2218,,23,145,,340,84,,28299,241,,77,681
202003,Mar-20,202003,,HMNARUV2CW4,Bomet County,KE_County_36,,,5567,,9,293,,424,789,,24609,20,,184,1628
202003,Mar-20,202003,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,7,10225,,176,604,,2047,503,,116288,111,2,618,2330
202003,Mar-20,202003,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1,4782,,26,20,,759,416,,22762,231,,430,1858.1
202003,Mar-20,202003,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,9,3963,,57,3,,330,238,,16649,6,,15,628
202003,Mar-20,202003,,PFu8alU2KWG,Embu County,KE_County_14,,,4346,,28,178,,555,21,,31185,78,,958,3963
202003,Mar-20,202003,,uyOrcHZBpW0,Garissa County,KE_County_7,,,509,,,120,,23,78,,1761,63,,131,252
202003,Mar-20,202003,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,14,7769,,58,1636,,1649,667,,58966,212,,367,1444
202003,Mar-20,202003,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,536,,23,115,,47,56,,15534,2,,18,334
202003,Mar-20,202003,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,6224,,54,287,,580,291,,21037,192,,606,2381
202003,Mar-20,202003,,BjC1xL40gHo,Kakamega County,KE_County_37,,118,8204,,208,279,,2448,620,,91193,315,533,427,7048
202003,Mar-20,202003,,ihZsJ8alvtb,Kericho County,KE_County_35,,,3417,,9,12,,152,95,,61806,35,6,502,1036
202003,Mar-20,202003,,qKzosKQPl6G,Kiambu County,KE_County_22,,8,6526,,367,948,,1583,545,,38805,610,23,3835,7691
202003,Mar-20,202003,,nrI2khZx3d0,Kilifi County,KE_County_3,,3,10002,,132,458,,1401,843,,72250,130,41,370,2953
202003,Mar-20,202003,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1,3483,,47,250,,611,14,,8956,187,,1110,5531
202003,Mar-20,202003,,sPkRcDvhGWA,Kisii County,KE_County_45,,,5534,,62,1442,,1259,597,,67610,133,63,398,1690
202003,Mar-20,202003,,tAbBVBbueqD,Kisumu County,KE_County_42,,5,4635,,47,730,,1109,824,,39331,242,1,877,12083
202003,Mar-20,202003,,j8o6iO4Njsi,Kitui County,KE_County_15,,,9755,,78,101,,969,810,,21058,45,,246,2305
202003,Mar-20,202003,,N7YETT3A9r1,Kwale County,KE_County_2,,,3888,,11,,,252,422,,53967,18,,103,947
202003,Mar-20,202003,,xuFdFy6t9AH,Laikipia County,KE_County_31,,2,2151,,19,1309,,266,198,,229959,139,,568,2381
202003,Mar-20,202003,,NjWSbQTwys4,Lamu County,KE_County_5,,10,871,,3,1,,68,14,,10739,86,,77,481
202003,Mar-20,202003,,yhCUgGcCcOo,Machakos County,KE_County_16,,425,10392,,88,316,,567,156,,24592,718,,1027,5986
202003,Mar-20,202003,,BoDytkJQ4Qi,Makueni County,KE_County_17,,4,7898,,37,260,,397,758,,20759,341,,255,2116
202003,Mar-20,202003,,R6f9znhg37c,Mandera County,KE_County_9,,10,62,,15,,,,8,,852,5,,488,457
202003,Mar-20,202003,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,370,,47,4,,67,44,,10123,,,72,1024
202003,Mar-20,202003,,JsH2bnvNt2d,Tana River County,KE_County_4,,,615,,,,,35,69,,4460,11,,35,199
202003,Mar-20,202003,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1431,,,8,,222,15,,2214,12,,139,1206
202003,Mar-20,202003,,CeLsrJOH0g9,Wajir County,KE_County_8,,2,405,,3,,,27,8,,2292,,,97,473
202003,Mar-20,202003,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2129,,9,33,,812,150,,56949,105,,242,1098
202003,Mar-20,202003,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,65,7685,,65,233,,836,535,,67952,304,,482,3001
202003,Mar-20,202003,,kphDeKClFch,Turkana County,KE_County_23,,44,1666,,95,1778,,125,447,,33012,7,,110,627
202003,Mar-20,202003,,mThvosEflAU,Trans Nzoia County,KE_County_26,,2,3610,,34,458,,1170,133,,53344,68,668,3035,2319
202003,Mar-20,202003,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,4036,,24,15,,128,13,,23073,22,,334,1836
202003,Mar-20,202003,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,2,1880,,4,,,142,28,,21262,261,,652,2853
202003,Mar-20,202003,,u4t9H8XyU9P,Siaya County,KE_County_41,,,4281,,60,511,,1085,578,,135919,244,,204,1465
202003,Mar-20,202003,,o36zCRjSd4G,Samburu County,KE_County_25,,,1053,,23,5,,92,72,,1504,4,1,167,243
202003,Mar-20,202003,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,4221,,120,656,,325,324,,43698,886,3,1230,5628
202003,Mar-20,202003,,mYZacFNIB3h,Nyandarua County,KE_County_18,,4,3136,,26,120,,148,229,,14851,155,,600,2437
202003,Mar-20,202003,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,5923,,39,698,,384,1049,,78703,1624,5,391,1815
202003,Mar-20,202003,,kqJ83J2D72s,Narok County,KE_County_33,,,4872,,178,217,,633,432,,16969,354,,156,592
202003,Mar-20,202003,,t0J75eHKxz5,Nandi County,KE_County_29,,,5292,,190,888,,582,401,,83891,26,,427,1549
202003,Mar-20,202003,,Y52XNJ50hYb,Meru County,KE_County_12,,,5463,,68,668,,334,366,,37748,108,,1573,3757
202003,Mar-20,202003,,fVra3Pwta0Q,Migori County,KE_County_44,,6,4740,,49,359,,2489,3434,,72239,1195,32,250,1607
202003,Mar-20,202003,,wsBsC6gjHvn,Mombasa County,KE_County_1,,8,4979,,23,328,,723,386,,12331,303,14,571,2953
202003,Mar-20,202003,,ahwTMNAJvrL,Muranga County,KE_County_21,,,4274,,2942,261,,631,96,,12715,165,,1404,4470
202003,Mar-20,202003,,jkG3zaihdSs,Nairobi County,KE_County_47,,60,19831,,332,4004,,2745,2392,,459731,1343,5,4750,15587
202003,Mar-20,202003,,ob6SxuRcqU4,Nakuru County,KE_County_32,,16,12606,,352,1442,,1802,436,,378395,1235,13,1928,6784
202004,Apr-20,202004,,vvOK1BxTbet,Baringo County,KE_County_30,,,2000,,25,439,,291,50,,35601,21,,136,730
202004,Apr-20,202004,,HMNARUV2CW4,Bomet County,KE_County_36,,,7182,,12,296,,303,490,,34568,25,,229,1079
202004,Apr-20,202004,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2,10647,,120,545,,1189,287,,138048,80,,660,2016
202004,Apr-20,202004,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,3811,,9,28,,493,177,,30803,157,,150,1283
202004,Apr-20,202004,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,2,2362,,51,662,,328,148,,30037,215,,94,746
202004,Apr-20,202004,,PFu8alU2KWG,Embu County,KE_County_14,,,4634,,25,105,,497,63,,17025,58,,1166,3872
202004,Apr-20,202004,,uyOrcHZBpW0,Garissa County,KE_County_7,,,445,,2,,,13,39,,1470,10,,184,117
202004,Apr-20,202004,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,55,7885,,42,2568,,1520,453,,70601,160,,291,1118
202004,Apr-20,202004,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,565,,12,100,,29,47,,9603,250,,38,315
202004,Apr-20,202004,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,120,5777,,105,21,,463,224,,26727,117,,765,2440
202004,Apr-20,202004,,BjC1xL40gHo,Kakamega County,KE_County_37,,15,9032,,164,54,,2333,453,,93065,127,1211,436,4240
202004,Apr-20,202004,,ihZsJ8alvtb,Kericho County,KE_County_35,,112,4953,,5,6728,,208,185,,48628,44,4,484,1268
202004,Apr-20,202004,,qKzosKQPl6G,Kiambu County,KE_County_22,,13,6955,,416,298,,1390,510,,25421,859,36,3654,6977
202004,Apr-20,202004,,nrI2khZx3d0,Kilifi County,KE_County_3,,,8786,,100,653,,1128,293,,53264,1217,422,459,3206
202004,Apr-20,202004,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2,4043,,59,145,,428,12,,6943,138,1,1292,6821
202004,Apr-20,202004,,sPkRcDvhGWA,Kisii County,KE_County_45,,,4814,,116,130,,899,515,,104292,693,142,230,1560
202004,Apr-20,202004,,tAbBVBbueqD,Kisumu County,KE_County_42,,,4891,,86,644,,1316,890,,50336,347,15,383,1816
202004,Apr-20,202004,,j8o6iO4Njsi,Kitui County,KE_County_15,,,8826,,83,511,,584,467,,15531,42,,411,2499
202004,Apr-20,202004,,N7YETT3A9r1,Kwale County,KE_County_2,,2,5696,,6,300,,178,525,,21473,108,,89,1270
202004,Apr-20,202004,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1,2177,,11,68,,187,106,,33498,82,,716,2375
202004,Apr-20,202004,,NjWSbQTwys4,Lamu County,KE_County_5,,,1900,,4,1,,26,1,,1496,,,80,450
202004,Apr-20,202004,,yhCUgGcCcOo,Machakos County,KE_County_16,,3,8455,,158,516,,291,82,,30065,42,2,905,5427
202004,Apr-20,202004,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1,8403,,41,161,,324,668,,28486,65,3,285,2287
202004,Apr-20,202004,,R6f9znhg37c,Mandera County,KE_County_9,,41,65,,10,,,10,18,,1595,10,,160,193
202004,Apr-20,202004,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,540,,32,4,,31,44,,7930,41,,172,755
202004,Apr-20,202004,,JsH2bnvNt2d,Tana River County,KE_County_4,,1,440,,,288,,27,29,,5718,,,46,145
202004,Apr-20,202004,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1886,,2,1,,303,36,,16793,,,480,1242
202004,Apr-20,202004,,CeLsrJOH0g9,Wajir County,KE_County_8,,1,288,,,,,11,9,,4030,,,125,718
202004,Apr-20,202004,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,1689,,16,8,,514,290,,34317,126,,166,1009
202004,Apr-20,202004,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,19,7600,,17,252,,643,347,,75262,280,,501,3074
202004,Apr-20,202004,,kphDeKClFch,Turkana County,KE_County_23,,30,1472,,184,2431,,85,390,,42137,12,10,163,478
202004,Apr-20,202004,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,3795,,20,733,,1151,155,,46241,63,650,199,3675
202004,Apr-20,202004,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,2211,,47,,,53,15,,12556,132,,382,1472
202004,Apr-20,202004,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,2131,,6,5,,117,36,,19532,1351,,371,1986
202004,Apr-20,202004,,u4t9H8XyU9P,Siaya County,KE_County_41,,11,5130,,35,837,,1003,428,,125193,159,,169,1621
202004,Apr-20,202004,,o36zCRjSd4G,Samburu County,KE_County_25,,,857,,32,,,50,97,,229,5,,43,212
202004,Apr-20,202004,,ptWVfaCIdVx,Nyeri County,KE_County_19,,10,4113,,110,1025,,312,194,,33480,178,,1093,5301
202004,Apr-20,202004,,mYZacFNIB3h,Nyandarua County,KE_County_18,,2,3445,,18,15,,78,130,,9859,84,,605,2410
202004,Apr-20,202004,,uepLTG8wGWJ,Nyamira County,KE_County_46,,2,5449,,35,3154,,384,886,,68275,2673,35,194,1243
202004,Apr-20,202004,,kqJ83J2D72s,Narok County,KE_County_33,,,3792,,373,48,,433,324,,24953,78,,74,801
202004,Apr-20,202004,,t0J75eHKxz5,Nandi County,KE_County_29,,1,4732,,42,35,,477,115,,68693,513,,583,1214
202004,Apr-20,202004,,Y52XNJ50hYb,Meru County,KE_County_12,,18,4472,,213,153,,489,349,,40137,87,,915,3352
202004,Apr-20,202004,,fVra3Pwta0Q,Migori County,KE_County_44,,11,4323,,106,624,,1965,3136,,214332,768,136,213,1912
202004,Apr-20,202004,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,3551,,20,322,,584,209,,10421,175,524,682,3097
202004,Apr-20,202004,,ahwTMNAJvrL,Muranga County,KE_County_21,,1,4301,,68,124,,685,106,,8524,123,,1032,4342
202004,Apr-20,202004,,jkG3zaihdSs,Nairobi County,KE_County_47,,6,17307,,409,4635,,1758,993,,384515,15466,2,4126,12846
202004,Apr-20,202004,,ob6SxuRcqU4,Nakuru County,KE_County_32,,23,12431,,287,1752,,1918,531,,494456,947,,1727,6993
202005,May-20,202005,,vvOK1BxTbet,Baringo County,KE_County_30,,,2190,,21,,,256,50,,43546,30,,172,873
202005,May-20,202005,,HMNARUV2CW4,Bomet County,KE_County_36,,,5871,,9,8,,178,495,,31312,11,,104,927
202005,May-20,202005,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,1,12019,,132,2014,,1406,271,,157201,98,,699,5284
202005,May-20,202005,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,3937,,100,720,,707,235,,23928,115,,166,1522
202005,May-20,202005,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,3,1989,,49,112,,263,123,,34470,6,,30,854
202005,May-20,202005,,PFu8alU2KWG,Embu County,KE_County_14,,,4501,,24,19,,601,27,,18271,130,,855,3918
202005,May-20,202005,,uyOrcHZBpW0,Garissa County,KE_County_7,,2,587,,2,100,,50,87,,5455,83,,352,275
202005,May-20,202005,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,7,7883,,39,2271,,1883,536,,102813,359,,232,1371
202005,May-20,202005,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,826,,29,150,,89,47,,10256,5,,34,181
202005,May-20,202005,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,6422,,128,156,,493,257,,16617,161,,947,2923
202005,May-20,202005,,BjC1xL40gHo,Kakamega County,KE_County_37,,8,8229,,174,129,,2500,398,,110953,311,2611,528,4300
202005,May-20,202005,,ihZsJ8alvtb,Kericho County,KE_County_35,,10,4741,,11,5,,265,265,,56285,42,11,107,897
202005,May-20,202005,,qKzosKQPl6G,Kiambu County,KE_County_22,,6,7498,,375,197,,1662,423,,48973,733,19,3457,7829
202005,May-20,202005,,nrI2khZx3d0,Kilifi County,KE_County_3,,10,9806,,110,427,,1076,239,,48177,668,122,555,3026
202005,May-20,202005,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,3557,,72,412,,497,37,,12122,191,130,1107,5936
202005,May-20,202005,,sPkRcDvhGWA,Kisii County,KE_County_45,,,6176,,59,109,,1352,678,,116830,127,130,293,1538
202005,May-20,202005,,tAbBVBbueqD,Kisumu County,KE_County_42,,,4958,,75,359,,1438,926,,55619,311,16,561,2742
