periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 747A_Cycle Beads Dispensed,MOH 747A_DMPA-IM Dispensed,MOH 747A_DMPA-SC Dispensed,MOH 747A_Emergency Contraceptive pills Dispensed,MOH 747A_Female Condoms Dispensed,MOH 747A_Hormonal IUCD Dispensed,MOH 747A_Implant (2-Rod) – LNG 75mg (5 years) Dispensed,MOH 747A_Implants (1-Rod) – ENG 68mg Dispensed,MOH 747A_Implants (2-Rod) - LNG 75mg (3 years) Dispensed,MOH 747A_Male Condoms Dispensed,MOH 747A_Non-Hormonal IUCD Dispensed,MOH 747A_Others Dispensed,MOH 747A_Progestin only pills Dispensed,MOH 747A_Combined Oral contraceptive Pills Dispensed
202305,May-23,202305,,o36zCRjSd4G,Samburu County,KE_County_25,,,1578,,100,,,97,338,9,11539,14,,42,106
202305,May-23,202305,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,3131,272,92,197,2,187,303,60,21485,202,,821,2386
202305,May-23,202305,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1,3030,52,22,,2,478,524,56,10433,152,,500,108
202305,May-23,202305,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,1827,1026,12,15430,11,527,1641,182,11320,156,,760,3786
202305,May-23,202305,,kqJ83J2D72s,Narok County,KE_County_33,,,5949,88,130,204,5,736,194,1204,61614,35,,223,123
202305,May-23,202305,,t0J75eHKxz5,Nandi County,KE_County_29,,,7793,127,9,350,,394,971,309,17871,47,,329,1521
202305,May-23,202305,,Y52XNJ50hYb,Meru County,KE_County_12,,,2283,66,63,58,4,733,570,272,48218,218,,1549,223
202305,May-23,202305,,fVra3Pwta0Q,Migori County,KE_County_44,,17,9694,50,374,4601,85,4516,2071,316,198857,460,,473,174
202305,May-23,202305,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1,4805,793,81,400,5,1027,528,933,46586,316,,638,673
202305,May-23,202305,,ahwTMNAJvrL,Muranga County,KE_County_21,,3,2678,146,49,60,,431,750,143,5091,142,,1978,6587
202305,May-23,202305,,jkG3zaihdSs,Nairobi County,KE_County_47,,14,11077,641,412,1619,39,3556,2869,864,103642,1457,,3589,17965
202305,May-23,202305,,ob6SxuRcqU4,Nakuru County,KE_County_32,,18,12275,658,303,917,14,2649,880,59,124021,477,,1572,9901
202306,Jun-23,202306,,vvOK1BxTbet,Baringo County,KE_County_30,,,2500,,243,871,3,191,463,58,44501,25,,151,171
202306,Jun-23,202306,,HMNARUV2CW4,Bomet County,KE_County_36,,,410,1,15,,,1141,655,292,2301,12,,96,776
202306,Jun-23,202306,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,7166,24,127,1298,1,1839,1105,279,183016,117,,520,19
202306,Jun-23,202306,,Tvf1zgVZ0K4,Busia County,KE_County_40,,3,1394,142,,189,8,836,1074,344,34910,49,,287,1341
202306,Jun-23,202306,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,2781,62,70,12,2,507,24,365,23868,16,,83,834
202306,Jun-23,202306,,PFu8alU2KWG,Embu County,KE_County_14,,,5052,158,19,7,1,462,241,84,20533,69,,784,129
202306,Jun-23,202306,,uyOrcHZBpW0,Garissa County,KE_County_7,,,862,30,11,,5,35,103,13,9643,6,,1311,1022
202306,Jun-23,202306,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,7362,690,183,2064,7,1922,2306,232,148725,214,,1219,1312
202306,Jun-23,202306,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,913,2,18,200,,78,208,6,4841,13,,66,355
202306,Jun-23,202306,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,4077,733,194,,9,1344,784,57,33244,250,,867,2015
202306,Jun-23,202306,,BjC1xL40gHo,Kakamega County,KE_County_37,,131,11985,1245,122,519,3,1555,1628,1148,237471,133,,459,4678
202306,Jun-23,202306,,ihZsJ8alvtb,Kericho County,KE_County_35,,,1521,151,3,440,15,670,893,291,18728,53,,215,60
202306,Jun-23,202306,,qKzosKQPl6G,Kiambu County,KE_County_22,,,8561,799,785,106,4,1311,1564,278,62286,625,,3986,9459
202306,Jun-23,202306,,nrI2khZx3d0,Kilifi County,KE_County_3,,1,6568,6,103,823,1,821,1868,182,101247,106,,863,5122
202306,Jun-23,202306,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4134,111,62,21,,268,543,78,9477,181,,1095,6043
202306,Jun-23,202306,,sPkRcDvhGWA,Kisii County,KE_County_45,,,5835,54,2,1674,5,932,573,240,162637,120,,640,2411
202306,Jun-23,202306,,tAbBVBbueqD,Kisumu County,KE_County_42,,,5584,114,3,428,19,1067,1752,181,76051,135,,679,2000
202306,Jun-23,202306,,j8o6iO4Njsi,Kitui County,KE_County_15,,,4220,137,21,74,19,953,1607,114,20082,1990,,495,2377
202306,Jun-23,202306,,N7YETT3A9r1,Kwale County,KE_County_2,,,5328,,10,320,2,491,531,497,20195,19,,204,530
202306,Jun-23,202306,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,2918,,1,576,,224,442,57,23048,126,,434,2403
202306,Jun-23,202306,,NjWSbQTwys4,Lamu County,KE_County_5,,,1053,,18,,,83,77,40,8621,14,,108,3
202306,Jun-23,202306,,yhCUgGcCcOo,Machakos County,KE_County_16,,2,11120,166,50,57,,1108,949,228,167731,108,,807,4830
202306,Jun-23,202306,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1,9250,,116,1297,,1458,21,314,45834,71,,589,4448
202306,Jun-23,202306,,R6f9znhg37c,Mandera County,KE_County_9,,,69,28,2,450,,8,20,7,32,,,12,35
202306,Jun-23,202306,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,483,15,9,,,,125,,8828,5,,15,19
202306,Jun-23,202306,,JsH2bnvNt2d,Tana River County,KE_County_4,,,461,22,3,38,1,25,313,68,26281,22,,124,513
202306,Jun-23,202306,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1743,86,,,3,261,685,55,8038,41,,73,863
202306,Jun-23,202306,,CeLsrJOH0g9,Wajir County,KE_County_8,,2,151,,50,,,16,23,,1211,,,22,60
202306,Jun-23,202306,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2933,,34,,,384,791,17,53118,45,,152,1146
202306,Jun-23,202306,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,3,3459,1213,5,50,44,432,1353,318,89617,223,,538,2261
202306,Jun-23,202306,,kphDeKClFch,Turkana County,KE_County_23,,24,1119,24,53,1419,2,135,510,63,41344,8,,1123,6000
202306,Jun-23,202306,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1535,7282,4,125,145,,759,774,905,110161,121,,564,2639
202306,Jun-23,202306,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,4172,146,10,45,,354,359,27,16224,38,,,30
202306,Jun-23,202306,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,3259,62,25,,7,197,18,202,10366,65,,584,650
202306,Jun-23,202306,,u4t9H8XyU9P,Siaya County,KE_County_41,,1,5593,98,146,1572,,841,246,193,138524,71,,419,17
202306,Jun-23,202306,,o36zCRjSd4G,Samburu County,KE_County_25,,1,1648,6,79,,,80,410,2,3764,12,,35,64
202306,Jun-23,202306,,ptWVfaCIdVx,Nyeri County,KE_County_19,,200,2606,67,79,8277,8,319,577,114,20693,200,,830,4650
202306,Jun-23,202306,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,2921,25,22,,6,388,449,14,10640,119,,463,70
202306,Jun-23,202306,,uepLTG8wGWJ,Nyamira County,KE_County_46,,10,1756,3777,8,1075,6,551,1276,98,19491,259,,555,2069
202306,Jun-23,202306,,kqJ83J2D72s,Narok County,KE_County_33,,,5330,454,159,4,,786,232,1221,71717,23,,221,32
202306,Jun-23,202306,,t0J75eHKxz5,Nandi County,KE_County_29,,,7608,17,22,,,409,860,133,51175,47,,596,1435
202306,Jun-23,202306,,Y52XNJ50hYb,Meru County,KE_County_12,,,2184,277,64,12,14,648,691,205,60251,245,,1378,208
202306,Jun-23,202306,,fVra3Pwta0Q,Migori County,KE_County_44,,25,10680,293,477,4123,41,5654,1862,407,261295,580,,964,264
202306,Jun-23,202306,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,4523,890,89,205,,707,262,779,94818,232,,701,659
202306,Jun-23,202306,,ahwTMNAJvrL,Muranga County,KE_County_21,,,2310,192,77,146,,416,933,111,2366,226,,1779,4792
202306,Jun-23,202306,,jkG3zaihdSs,Nairobi County,KE_County_47,,17,9064,1434,372,5177,106,3779,2440,840,135625,1221,,3360,14364
202306,Jun-23,202306,,ob6SxuRcqU4,Nakuru County,KE_County_32,,3,12229,1420,465,746,10,2947,1733,127,148302,822,,3127,12668
202307,Jul-23,202307,,vvOK1BxTbet,Baringo County,KE_County_30,,,2714,6,353,100,2,134,497,79,27756,37,,143,143
202307,Jul-23,202307,,HMNARUV2CW4,Bomet County,KE_County_36,,1,399,,9,1018,2,1339,462,45,3104,26,,77,610
202307,Jul-23,202307,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2,5004,57,1242,3310,850,1936,1472,443,164867,145,,2836,13
202307,Jul-23,202307,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,2473,24,35,,22,697,560,101,17121,51,,25,816
202307,Jul-23,202307,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,3055,42,30,,,461,16,51,30765,27,,182,2
202307,Jul-23,202307,,PFu8alU2KWG,Embu County,KE_County_14,,,4956,200,18,,,529,220,173,20974,98,,787,223
202307,Jul-23,202307,,uyOrcHZBpW0,Garissa County,KE_County_7,,1,925,11,10,10,2,37,130,5,7796,6,,708,544
202307,Jul-23,202307,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,8241,1303,213,758,65,1678,2019,316,194436,134,,1026,2191
202307,Jul-23,202307,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,948,2,16,10,,93,232,2,13520,14,,94,469
202307,Jul-23,202307,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,3353,550,72,,7,887,829,18,87184,191,,965,1909
202307,Jul-23,202307,,BjC1xL40gHo,Kakamega County,KE_County_37,,1,11477,1873,123,894,27,1475,1643,1264,228952,170,,345,4578
202307,Jul-23,202307,,ihZsJ8alvtb,Kericho County,KE_County_35,,,1039,73,4,70,14,583,750,343,40809,34,,470,33
202307,Jul-23,202307,,qKzosKQPl6G,Kiambu County,KE_County_22,,4,9288,800,931,28,19,1338,1540,315,95538,673,,4474,9554
202307,Jul-23,202307,,nrI2khZx3d0,Kilifi County,KE_County_3,,1,7293,229,93,711,,927,2276,235,85733,103,,760,4527
202307,Jul-23,202307,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1,3958,174,47,916,,372,514,123,16607,190,,1200,5923
202307,Jul-23,202307,,sPkRcDvhGWA,Kisii County,KE_County_45,,,5544,,5,2025,,876,759,26,169087,128,,323,2399
202307,Jul-23,202307,,tAbBVBbueqD,Kisumu County,KE_County_42,,1,4692,385,,3797,33,1000,1469,196,42154,118,,1019,1794
202307,Jul-23,202307,,j8o6iO4Njsi,Kitui County,KE_County_15,,,4702,12,21,10,,795,1294,77,38590,31,,1068,2065
202307,Jul-23,202307,,N7YETT3A9r1,Kwale County,KE_County_2,,,6567,7,17,,1,817,501,410,33842,33,,312,562
202307,Jul-23,202307,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,2953,,,,1,203,438,36,53285,74,,1246,2012
202307,Jul-23,202307,,NjWSbQTwys4,Lamu County,KE_County_5,,,1049,,31,,,131,88,57,11633,16,,98,6
202307,Jul-23,202307,,yhCUgGcCcOo,Machakos County,KE_County_16,,1,9894,64,55,165,1,1148,1112,121,46062,115,,1174,3450
202307,Jul-23,202307,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,9839,13,93,450,1,1900,84,281,44197,60,,640,4949
202307,Jul-23,202307,,R6f9znhg37c,Mandera County,KE_County_9,,,60,11,10,10,,8,36,7,450,,,52,143
202307,Jul-23,202307,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,675,14,2,50,,4,156,,9971,2,,336,116
202307,Jul-23,202307,,JsH2bnvNt2d,Tana River County,KE_County_4,,,444,48,,,,37,286,54,27255,168,,80,443
202307,Jul-23,202307,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1610,15,,,8,276,580,97,10071,18,,92,1025
202307,Jul-23,202307,,CeLsrJOH0g9,Wajir County,KE_County_8,,,172,23,63,,5,35,61,26,1751,,,21,115
202307,Jul-23,202307,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2700,6,33,,18,464,760,6,60860,111,,267,1365
202307,Jul-23,202307,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,9,2222,1140,112,36,63,574,1560,459,40518,197,,443,1284
202307,Jul-23,202307,,kphDeKClFch,Turkana County,KE_County_23,,12,1025,,229,300,4,133,353,43,23192,12,,1490,5401
202307,Jul-23,202307,,mThvosEflAU,Trans Nzoia County,KE_County_26,,7,6297,135,162,417,4,830,628,951,104144,126,,500,2303
202307,Jul-23,202307,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,3495,37,10,40,,357,390,56,15424,57,,,48
202307,Jul-23,202307,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,2993,,29,,15,140,35,164,14007,34,,287,520
202307,Jul-23,202307,,u4t9H8XyU9P,Siaya County,KE_County_41,,30,4855,30,525,2289,,861,132,88,121575,89,,1145,11
202307,Jul-23,202307,,o36zCRjSd4G,Samburu County,KE_County_25,,,1721,,74,30,,72,257,2,2495,9,,16,68
202307,Jul-23,202307,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1,2043,410,91,510,5,313,488,54,68058,179,,814,3355
202307,Jul-23,202307,,mYZacFNIB3h,Nyandarua County,KE_County_18,,11,2723,20,38,11,5,410,613,7,13807,144,,1006,117
202307,Jul-23,202307,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,1044,3550,22,1675,,525,1008,76,33735,115,,880,1548
202307,Jul-23,202307,,kqJ83J2D72s,Narok County,KE_County_33,,,5579,1556,142,6,2,764,127,1432,102649,44,,136,53
202307,Jul-23,202307,,t0J75eHKxz5,Nandi County,KE_County_29,,1152,6780,28,9,12,10,332,920,153,42405,35,,581,913
202307,Jul-23,202307,,Y52XNJ50hYb,Meru County,KE_County_12,,10,2304,727,100,30,16,735,1070,125,72150,90,,2345,438
202307,Jul-23,202307,,fVra3Pwta0Q,Migori County,KE_County_44,,3,9609,481,355,1315,1,5516,1547,264,195695,542,,456,266
202307,Jul-23,202307,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1,4377,1302,117,4091,1,1118,487,745,40534,258,,617,1035
202307,Jul-23,202307,,ahwTMNAJvrL,Muranga County,KE_County_21,,2,2511,211,81,3864,1,461,878,100,15839,125,,1618,4971
202307,Jul-23,202307,,jkG3zaihdSs,Nairobi County,KE_County_47,,15,8121,1823,535,1689,159,3225,2133,775,112870,1196,,3576,15308
202307,Jul-23,202307,,ob6SxuRcqU4,Nakuru County,KE_County_32,,14,12064,1271,374,958,3,2750,1207,83,232673,518,,1625,8715
202308,Aug-23,202308,,vvOK1BxTbet,Baringo County,KE_County_30,,,2866,,415,205,2,196,607,71,42872,47,,214,166
202308,Aug-23,202308,,HMNARUV2CW4,Bomet County,KE_County_36,,,342,94,16,,,1676,129,55,10031,14,,64,911
202308,Aug-23,202308,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,7029,73,130,1941,,2053,1357,516,173379,105,,417,30
202308,Aug-23,202308,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,2926,36,24,,1,1269,507,72,19633,66,,78,990
202308,Aug-23,202308,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,3192,87,71,108,1,692,9,12,30743,49,,293,22
202308,Aug-23,202308,,PFu8alU2KWG,Embu County,KE_County_14,,,5782,284,22,288,1,633,251,152,15271,125,,1216,184
202308,Aug-23,202308,,uyOrcHZBpW0,Garissa County,KE_County_7,,,790,44,5,,,33,117,4,12105,8,,141,566
202308,Aug-23,202308,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,25,8781,1264,236,2822,7,1769,2128,348,113605,266,,636,2637
202308,Aug-23,202308,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,1042,2,7,20,2,123,223,,12896,17,,144,308
202308,Aug-23,202308,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,3120,837,41,20,12,909,532,89,25189,190,,632,1232
202308,Aug-23,202308,,BjC1xL40gHo,Kakamega County,KE_County_37,,,11735,2981,140,986,54,1902,1166,1771,227289,247,,484,4260
202308,Aug-23,202308,,ihZsJ8alvtb,Kericho County,KE_County_35,,,1750,217,2,230,10,557,827,325,56452,35,,149,57
202308,Aug-23,202308,,qKzosKQPl6G,Kiambu County,KE_County_22,,2,9080,1302,993,1176,2,1263,1377,273,53834,723,,4953,9912
202308,Aug-23,202308,,nrI2khZx3d0,Kilifi County,KE_County_3,,1,5975,308,113,1497,,1127,2411,373,69798,107,,1164,4771
202308,Aug-23,202308,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1,4251,262,52,15,8,408,413,101,9775,226,,1120,7011
202308,Aug-23,202308,,sPkRcDvhGWA,Kisii County,KE_County_45,,,6199,37,10,7510,,1057,948,186,234336,96,,300,2273
202308,Aug-23,202308,,tAbBVBbueqD,Kisumu County,KE_County_42,,,5330,1679,1,688,22,1034,1473,241,92182,117,,1453,1947
202308,Aug-23,202308,,j8o6iO4Njsi,Kitui County,KE_County_15,,,5469,14,23,1442,,967,1415,162,34616,43,,476,1434
202308,Aug-23,202308,,N7YETT3A9r1,Kwale County,KE_County_2,,,4613,,362,,501,1231,617,828,21254,42,,434,647
202308,Aug-23,202308,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,2906,,,,,221,428,24,26739,68,,480,2424
202308,Aug-23,202308,,NjWSbQTwys4,Lamu County,KE_County_5,,,1198,25,15,,,63,41,47,12297,19,,100,
202308,Aug-23,202308,,yhCUgGcCcOo,Machakos County,KE_County_16,,11,10276,421,110,151,,1027,1113,229,82428,222,,988,5060
202308,Aug-23,202308,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1,10956,2,76,40,4,1539,55,336,97476,115,,600,2672
202308,Aug-23,202308,,R6f9znhg37c,Mandera County,KE_County_9,,,154,11,3,,,11,50,8,102,7,,140,61
202308,Aug-23,202308,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,595,2,1,910,,1,112,,13219,,,23,51
202308,Aug-23,202308,,JsH2bnvNt2d,Tana River County,KE_County_4,,,645,82,30,,,43,367,46,34457,21,,192,803
202308,Aug-23,202308,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1699,,,150,8,277,723,63,9645,19,,56,1023
202308,Aug-23,202308,,CeLsrJOH0g9,Wajir County,KE_County_8,,4,159,,22,,,26,35,2,1261,,,22,46
202308,Aug-23,202308,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,3227,102,46,,31,454,1054,10,62963,64,,267,1533
202308,Aug-23,202308,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,3,4871,1217,113,112,1,1288,1440,363,38601,350,,675,2388
202308,Aug-23,202308,,kphDeKClFch,Turkana County,KE_County_23,,23,1311,10,49,382,,70,632,99,22676,5,,2811,9610
202308,Aug-23,202308,,mThvosEflAU,Trans Nzoia County,KE_County_26,,4,8423,785,140,753,12,1048,456,1259,126752,121,,496,2407
202308,Aug-23,202308,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,3010,,,,,346,492,150,19342,45,,,117
202308,Aug-23,202308,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,3050,15,16,,10,106,23,218,8173,47,,254,394
202308,Aug-23,202308,,u4t9H8XyU9P,Siaya County,KE_County_41,,,6329,29,99,824,8,1046,189,58,132535,56,,556,17
202308,Aug-23,202308,,o36zCRjSd4G,Samburu County,KE_County_25,,,2028,2,115,,,141,317,12,1649,17,,40,74
202308,Aug-23,202308,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,2108,581,103,1184,29,353,512,215,28587,228,,878,4139
202308,Aug-23,202308,,mYZacFNIB3h,Nyandarua County,KE_County_18,,34,3032,3,47,,1,532,448,8,12671,210,,530,74
202308,Aug-23,202308,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,1523,3672,11,970,21,552,1247,132,65850,171,,832,2910
202308,Aug-23,202308,,kqJ83J2D72s,Narok County,KE_County_33,,,4925,1473,211,532,,838,109,1596,60294,141,,244,90
202308,Aug-23,202308,,t0J75eHKxz5,Nandi County,KE_County_29,,,7781,48,11,1,,488,894,235,70584,35,,647,861
202308,Aug-23,202308,,Y52XNJ50hYb,Meru County,KE_County_12,,10,2345,1040,126,164,22,1006,1029,130,78847,89,,687,308
202308,Aug-23,202308,,fVra3Pwta0Q,Migori County,KE_County_44,,1,9131,740,345,4841,20,6712,2288,402,213276,401,,456,1230
202308,Aug-23,202308,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,4426,1358,109,115,,1001,487,705,66470,256,,763,2547
202308,Aug-23,202308,,ahwTMNAJvrL,Muranga County,KE_County_21,,,1930,345,65,207,,623,755,178,5858,166,,1856,3425
202308,Aug-23,202308,,jkG3zaihdSs,Nairobi County,KE_County_47,,2,7065,1425,369,693,48,3789,1980,502,118704,1227,,3894,16662
202308,Aug-23,202308,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6,13374,1584,420,441,35,3450,970,157,174347,586,,1589,8348
202309,Sep-23,202309,,vvOK1BxTbet,Baringo County,KE_County_30,,,2215,54,367,,,187,487,63,38872,25,,179,150
202309,Sep-23,202309,,HMNARUV2CW4,Bomet County,KE_County_36,,,663,,23,,6,1302,159,,11954,6,,33,678
202309,Sep-23,202309,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,8550,55,156,536,3,2003,770,468,245559,99,,252,38
202309,Sep-23,202309,,Tvf1zgVZ0K4,Busia County,KE_County_40,,4,2983,,,12,,1039,372,120,39640,44,,9,1047
202309,Sep-23,202309,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,2562,,51,627,1,608,9,,31447,14,,335,10
202309,Sep-23,202309,,PFu8alU2KWG,Embu County,KE_County_14,,,3839,1160,14,30,,564,208,143,20616,106,,1147,134
202309,Sep-23,202309,,uyOrcHZBpW0,Garissa County,KE_County_7,,,1011,11,15,,,40,121,5,16304,15,,306,564
202309,Sep-23,202309,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,7983,1180,138,1140,88,1702,1707,465,155054,203,,709,1936
202309,Sep-23,202309,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,789,37,15,,1,110,288,,25192,10,,172,412
202309,Sep-23,202309,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,1,3556,926,229,7,7,956,472,35,15597,276,,1038,1591
202309,Sep-23,202309,,BjC1xL40gHo,Kakamega County,KE_County_37,,1,10121,3416,125,1116,72,1645,894,1657,254635,199,,392,3313
202309,Sep-23,202309,,ihZsJ8alvtb,Kericho County,KE_County_35,,,1341,139,3,10,10,601,525,325,42788,33,,724,24
202309,Sep-23,202309,,qKzosKQPl6G,Kiambu County,KE_County_22,,,8074,1652,912,199,7,1439,1482,198,57620,787,,4181,9680
202309,Sep-23,202309,,nrI2khZx3d0,Kilifi County,KE_County_3,,,7506,246,132,1027,,1091,1820,333,110647,106,,789,3860
202309,Sep-23,202309,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4300,183,45,321,,344,352,99,11897,222,,1265,7308
202309,Sep-23,202309,,sPkRcDvhGWA,Kisii County,KE_County_45,,,6009,437,16,1083,75,1100,1234,103,171907,200,,274,1735
202309,Sep-23,202309,,tAbBVBbueqD,Kisumu County,KE_County_42,,,4274,1717,8,1244,28,1217,1326,181,83032,139,,513,1722
202309,Sep-23,202309,,j8o6iO4Njsi,Kitui County,KE_County_15,,2,5751,,23,3,,924,990,101,52813,44,,448,1703
202309,Sep-23,202309,,N7YETT3A9r1,Kwale County,KE_County_2,,,7113,56,26,,,852,66,361,22081,30,,238,780
202309,Sep-23,202309,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,3339,2,5,,,151,332,8,22485,66,,962,1974
202309,Sep-23,202309,,NjWSbQTwys4,Lamu County,KE_County_5,,,1176,,28,,,59,22,73,16464,23,,120,1386
202309,Sep-23,202309,,yhCUgGcCcOo,Machakos County,KE_County_16,,6,10192,786,74,7,1,878,773,285,50453,152,,864,4869
202309,Sep-23,202309,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,9752,28,259,,,1565,18,247,58587,83,,451,2780
202309,Sep-23,202309,,R6f9znhg37c,Mandera County,KE_County_9,,3,86,20,3,,,17,30,2,259,,,80,243
202309,Sep-23,202309,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,646,,5,,,,102,,6228,1,,33,46
202309,Sep-23,202309,,JsH2bnvNt2d,Tana River County,KE_County_4,,,538,206,24,144,3,22,991,49,3511,19,,147,855
202309,Sep-23,202309,,XWALbfAPa6n,West Pokot County,KE_County_24,,,1480,47,,3,6,312,506,16,19848,10,,32,953
202309,Sep-23,202309,,CeLsrJOH0g9,Wajir County,KE_County_8,,2,412,17,21,562,,47,67,2,704,5,,44,188
202309,Sep-23,202309,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2502,427,33,,83,537,973,8,56540,46,,56,1282
202309,Sep-23,202309,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,37,5838,1224,99,630,1,992,791,401,35491,320,,436,2902
202309,Sep-23,202309,,kphDeKClFch,Turkana County,KE_County_23,,17,875,,76,104,,90,298,101,19865,3,,1859,7132
202309,Sep-23,202309,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,6826,1043,118,1506,35,854,137,1192,102400,117,,343,2006
202309,Sep-23,202309,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,1841,,2,194,,352,482,104,8499,31,,,52
202309,Sep-23,202309,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,2945,,21,,10,155,11,189,8992,70,,265,488
202309,Sep-23,202309,,u4t9H8XyU9P,Siaya County,KE_County_41,,,6006,25,120,15,5,847,140,31,106729,61,,25229,19
202309,Sep-23,202309,,o36zCRjSd4G,Samburu County,KE_County_25,,,1791,3,69,108,2,114,323,11,3087,11,,69,62
202309,Sep-23,202309,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,1712,729,94,7013,51,237,425,55,21517,169,,748,3419
202309,Sep-23,202309,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,3004,46,41,,,442,318,12,12665,149,,443,61
202309,Sep-23,202309,,uepLTG8wGWJ,Nyamira County,KE_County_46,,4,3115,2354,8,490,8,689,1194,80,43778,109,,779,1618
202309,Sep-23,202309,,kqJ83J2D72s,Narok County,KE_County_33,,,4246,1396,111,,2,676,83,1561,108870,45,,217,120
202309,Sep-23,202309,,t0J75eHKxz5,Nandi County,KE_County_29,,,6554,154,22,290,,416,732,244,71808,67,,624,757
202309,Sep-23,202309,,Y52XNJ50hYb,Meru County,KE_County_12,,15,2360,1204,327,6488,17,889,780,150,93110,62,,509,448
202309,Sep-23,202309,,fVra3Pwta0Q,Migori County,KE_County_44,,3,7922,852,327,1484,61,6079,1985,387,242848,444,,3545,1500
202309,Sep-23,202309,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,5172,1497,153,126,18,1371,524,708,112225,305,,554,3324
202309,Sep-23,202309,,ahwTMNAJvrL,Muranga County,KE_County_21,,,1422,1621,101,45,,466,658,136,3019,117,,1511,2459
202309,Sep-23,202309,,jkG3zaihdSs,Nairobi County,KE_County_47,,17,12801,3295,425,751,91,3912,1401,711,257730,1300,,3851,15864
